CITY,DATA_TYPE,DATE,ENERGY_GENERATED,allsky_sfc_sw_dwn,energy_efficiency_index,energy_generated,predicted_energy,rh2m,sunshine_hours,temperature,wind_speed
Ahmedabad,Actual,2015-01-01,,4.423,37.45782229125381,279.75,271.3575,39.67,3.5384,20.065,2.93
Ahmedabad,Actual,2015-02-01,,5.5318,40.18886689472268,334.59,324.55229999999995,28.65,4.42544,24.965,2.9
Ahmedabad,Actual,2015-03-01,,6.2107,41.29114245491482,370.735,359.61295,32.14,4.96856,27.99,3.01
Ahmedabad,Actual,2015-04-01,,6.8525,40.97960992907801,416.025,403.54425,36.22,5.482,33.345,3.67
Ahmedabad,Actual,2015-05-01,,7.5982,40.47837533165615,471.11,456.9767,35.0,6.07856,35.065,4.56
Ahmedabad,Actual,2015-06-01,,6.1154,37.284590593360015,405.37,393.2089,58.01,4.892320000000001,35.185,4.98
Ahmedabad,Actual,2015-07-01,,4.3289,32.190274817120866,335.845,325.76965,70.4,3.46312,31.27,5.97
Ahmedabad,Actual,2015-08-01,,4.6387,36.630414831130686,303.335,294.23495,81.15,3.71096,29.035,3.57
Ahmedabad,Actual,2015-09-01,,5.5882,40.18853852950398,338.41,328.25769999999994,68.67,4.47056,29.63,2.95
Ahmedabad,Actual,2015-10-01,,5.7281,42.36874846399607,331.00500000000005,321.07485,46.85,4.58248,27.65,2.23
Ahmedabad,Actual,2015-11-01,,4.5223,38.66087970713632,277.115,268.80155,33.79,3.6178400000000006,25.735,2.55
Ahmedabad,Actual,2015-12-01,,4.5096,37.32033547770237,287.28,278.6616,19.34,3.60768,22.185,3.09
Ahmedabad,Actual,2016-01-01,,4.5636,38.21379674647751,283.58,275.0726,26.97,3.65088,21.685,2.77
Ahmedabad,Forecast,2016-01-01,283.58,,,,,,,,
Ahmedabad,Actual,2016-02-01,,5.4223,39.45564783423929,333.315,323.31555,22.32,4.33784,25.155,3.11
Ahmedabad,Forecast,2016-02-01,333.315,,,,,,,,
Ahmedabad,Actual,2016-03-01,,6.4627,41.29300566301641,387.335,375.71495,24.74,5.17016,30.16,3.21
Ahmedabad,Forecast,2016-03-01,387.335,,,,,,,,
Ahmedabad,Actual,2016-04-01,,7.2816,41.89208948676708,435.48,422.4155999999999,30.29,5.82528,32.78,3.57
Ahmedabad,Forecast,2016-04-01,435.48,,,,,,,,
Ahmedabad,Actual,2016-05-01,,7.4664,39.84683173896217,469.52,455.4344,35.64,5.973120000000001,36.91,4.81
Ahmedabad,Forecast,2016-05-01,469.52,,,,,,,,
Ahmedabad,Actual,2016-06-01,,6.3974,37.591112156125085,422.07,409.4079,46.93,5.117920000000001,36.74,5.11
Ahmedabad,Forecast,2016-06-01,422.07,,,,,,,,
Ahmedabad,Actual,2016-07-01,,4.3231,34.01840043804258,308.155,298.91034999999994,68.59,3.45848,32.435,4.6
Ahmedabad,Forecast,2016-07-01,308.155,,,,,,,,
Ahmedabad,Actual,2016-08-01,,3.9074,34.06089270762729,273.37,265.1689,81.14,3.1259200000000003,29.315,3.9
Ahmedabad,Forecast,2016-08-01,273.37,,,,,,,,
Ahmedabad,Actual,2016-09-01,,5.5236,40.09879169421527,334.78000000000003,324.7366,74.8,4.418880000000001,28.43,2.93
Ahmedabad,Forecast,2016-09-01,334.78000000000003,,,,,,,,
Ahmedabad,Actual,2016-10-01,,5.1336,41.806831779287926,296.28000000000003,287.39160000000004,62.53,4.10688,26.105,1.98
Ahmedabad,Forecast,2016-10-01,296.28000000000003,,,,,,,,
Ahmedabad,Actual,2016-11-01,,4.9517,39.91016405058942,297.385,288.46345,38.24,3.96136,24.155,2.49
Ahmedabad,Forecast,2016-11-01,297.385,,,,,,,,
Ahmedabad,Actual,2016-12-01,,4.5996,38.01745912640957,287.78,279.1466,31.4,3.67968,22.48,2.89
Ahmedabad,Forecast,2016-12-01,287.78,,,,,,,,
Ahmedabad,Actual,2017-01-01,,4.4508,37.32402541210241,282.94,274.4518,30.8,3.56064,21.185,3.02
Ahmedabad,Forecast,2017-01-01,282.94,,,,,,,,
Ahmedabad,Actual,2017-02-01,,5.6525,39.924207359407546,345.025,334.67425,22.71,4.522,23.880000000000003,3.12
Ahmedabad,Forecast,2017-02-01,345.025,,,,,,,,
Ahmedabad,Actual,2017-03-01,,6.7015,41.62591559846845,400.075,388.07275,21.86,5.3612,28.155,3.25
Ahmedabad,Forecast,2017-03-01,400.075,,,,,,,,
Ahmedabad,Actual,2017-04-01,,7.2763,41.40978661223383,439.815,426.62055,27.89,5.82104,32.095,3.8
Ahmedabad,Forecast,2017-04-01,439.815,,,,,,,,
Ahmedabad,Actual,2017-05-01,,7.4285,40.81564155806959,456.025,442.34425,31.93,5.9428,35.1,4.23
Ahmedabad,Forecast,2017-05-01,456.025,,,,,,,,
Ahmedabad,Actual,2017-06-01,,6.3158,37.71523492081974,414.59,402.1523,55.98,5.05264,35.455,4.94
Ahmedabad,Forecast,2017-06-01,414.59,,,,,,,,
Ahmedabad,Actual,2017-07-01,,3.4954,30.98711473135681,278.77,270.40689999999995,81.04,2.79632,30.545,5.2
Ahmedabad,Forecast,2017-07-01,278.77,,,,,,,,
Ahmedabad,Actual,2017-08-01,,4.26,35.19104404964712,289.2,280.524,85.84,3.408,28.01,3.81
Ahmedabad,Forecast,2017-08-01,289.2,,,,,,,,
Ahmedabad,Actual,2017-09-01,,5.1533,40.96714145223866,303.265,294.16705,81.25,4.12264,27.015,2.28
Ahmedabad,Forecast,2017-09-01,303.265,,,,,,,,
Ahmedabad,Actual,2017-10-01,,5.6419,42.838325677342525,322.295,312.62614999999994,57.81,4.51352,26.81,2.01
Ahmedabad,Forecast,2017-10-01,322.295,,,,,,,,
Ahmedabad,Actual,2017-11-01,,4.5242,38.77066104110328,276.41,268.1177,41.85,3.61936,23.98,2.51
Ahmedabad,Forecast,2017-11-01,276.41,,,,,,,,
Ahmedabad,Actual,2017-12-01,,3.6797,34.39119029102818,251.185,243.64945,40.89,2.94376,21.26,3.36
Ahmedabad,Forecast,2017-12-01,251.185,,,,,,,,
Ahmedabad,Actual,2018-01-01,,4.7196,38.66494456314911,290.98,282.2506,26.73,3.77568,22.165,2.75
Ahmedabad,Forecast,2018-01-01,290.98,,,,,,,,
Ahmedabad,Actual,2018-02-01,,5.3813,40.33230027548209,323.265,313.56705,24.49,4.305040000000001,25.74,2.71
Ahmedabad,Forecast,2018-02-01,323.265,,,,,,,,
Ahmedabad,Actual,2018-03-01,,6.5465,41.860000863259664,387.925,376.28725,22.35,5.2372000000000005,30.32,3.03
Ahmedabad,Forecast,2018-03-01,387.925,,,,,,,,
Ahmedabad,Actual,2018-04-01,,7.0762,41.92542262368601,421.81,409.1557,26.3,5.66096,32.614999999999995,3.4
Ahmedabad,Forecast,2018-04-01,421.81,,,,,,,,
Ahmedabad,Actual,2018-05-01,,7.3841,41.340484406055815,447.605,434.17685,32.85,5.90728,35.495,3.92
Ahmedabad,Forecast,2018-05-01,447.605,,,,,,,,
Ahmedabad,Actual,2018-06-01,,6.0557,35.882169000799685,419.985,407.38544999999993,45.69,4.84456,36.19,5.86
Ahmedabad,Forecast,2018-06-01,419.985,,,,,,,,
Ahmedabad,Actual,2018-07-01,,3.7152,32.203265321114394,280.56,272.1432,72.98,2.97216,31.745,4.74
Ahmedabad,Forecast,2018-07-01,280.56,,,,,,,,
Ahmedabad,Actual,2018-08-01,,3.595,32.27840499639683,268.75,260.6875,77.73,2.8760000000000003,29.695,4.45
Ahmedabad,Forecast,2018-08-01,268.75,,,,,,,,
Ahmedabad,Actual,2018-09-01,,4.9682,39.00793407670629,305.61,296.4417,70.87,3.97456,29.91,2.86
Ahmedabad,Forecast,2018-09-01,305.61,,,,,,,,
Ahmedabad,Actual,2018-10-01,,5.6892,43.15104333525554,323.26,313.5622,42.35,4.55136,27.96,1.94
Ahmedabad,Forecast,2018-10-01,323.26,,,,,,,,
Ahmedabad,Actual,2018-11-01,,4.7093,39.359911792014856,284.865,276.31905,29.31,3.76744,25.4,2.47
Ahmedabad,Forecast,2018-11-01,284.865,,,,,,,,
Ahmedabad,Actual,2018-12-01,,4.3111,36.48383618444356,280.155,271.75035,25.38,3.44888,19.95,3.23
Ahmedabad,Forecast,2018-12-01,280.155,,,,,,,,
Ahmedabad,Actual,2019-01-01,,4.6903,37.42889490942536,299.515,290.52955,23.62,3.75224,20.555,3.25
Ahmedabad,Forecast,2019-01-01,299.515,,,,,,,,
Ahmedabad,Actual,2019-02-01,,5.4005,38.61314615944666,339.42499999999995,329.24225,28.46,4.3204,21.965,3.47
Ahmedabad,Forecast,2019-02-01,339.42499999999995,,,,,,,,
Ahmedabad,Actual,2019-03-01,,6.4406,41.050602593181885,388.03,376.3891,24.45,5.152480000000001,28.56,3.3
Ahmedabad,Forecast,2019-03-01,388.03,,,,,,,,
Ahmedabad,Actual,2019-04-01,,7.2194,42.005676627443016,430.37,417.4589,25.1,5.77552,33.42,3.47
Ahmedabad,Forecast,2019-04-01,430.37,,,,,,,,
Ahmedabad,Actual,2019-05-01,,7.5444,41.06892152880222,461.02,447.1894,36.43,6.035520000000001,34.51,4.19
Ahmedabad,Forecast,2019-05-01,461.02,,,,,,,,
Ahmedabad,Actual,2019-06-01,,6.283,37.96722467614416,409.15,396.8755000000001,50.28,5.026400000000001,36.61,4.75
Ahmedabad,Forecast,2019-06-01,409.15,,,,,,,,
Ahmedabad,Actual,2019-07-01,,4.6526,33.61183127004516,341.23,330.9931,66.48,3.72208,32.58,5.43
Ahmedabad,Forecast,2019-07-01,341.23,,,,,,,,
Ahmedabad,Actual,2019-08-01,,3.9785,33.63678307779671,284.325,275.79524999999995,86.09,3.1828000000000003,28.635,4.27
Ahmedabad,Forecast,2019-08-01,284.325,,,,,,,,
Ahmedabad,Actual,2019-09-01,,4.0147,36.54413101270138,257.33500000000004,249.61495,89.12,3.2117600000000004,28.33,2.83
Ahmedabad,Forecast,2019-09-01,257.33500000000004,,,,,,,,
Ahmedabad,Actual,2019-10-01,,5.1557,40.10390235819257,309.785,300.49145000000004,81.47,4.124560000000001,24.79,2.6
Ahmedabad,Forecast,2019-10-01,309.785,,,,,,,,
Ahmedabad,Actual,2019-11-01,,4.0296,37.88082546823805,247.88,240.4436,79.74,3.2236800000000003,23.175,2.32
Ahmedabad,Forecast,2019-11-01,247.88,,,,,,,,
Ahmedabad,Actual,2019-12-01,,3.8779,34.928433382450294,261.695,253.84415,68.73,3.10232,17.825,3.39
Ahmedabad,Forecast,2019-12-01,261.695,,,,,,,,
Ahmedabad,Actual,2020-01-01,,4.4215,36.58746118210049,287.475,278.85074999999995,54.9,3.5372000000000003,18.36,3.32
Ahmedabad,Forecast,2020-01-01,287.475,,,,,,,,
Ahmedabad,Actual,2020-02-01,,5.4521,39.75366951436271,332.80499999999995,322.82084999999995,34.23,4.36168,22.66,3.01
Ahmedabad,Forecast,2020-02-01,332.80499999999995,,,,,,,,
Ahmedabad,Actual,2020-03-01,,6.2071,41.21343418820122,371.155,360.02034999999995,34.2,4.96568,26.09,3.04
Ahmedabad,Forecast,2020-03-01,371.155,,,,,,,,
Ahmedabad,Actual,2020-04-01,,7.212,41.95095325353815,430.4,417.488,25.92,5.7696000000000005,32.985,3.49
Ahmedabad,Forecast,2020-04-01,430.4,,,,,,,,
Ahmedabad,Actual,2020-05-01,,7.5804,40.55750792091536,469.02,454.9494,33.62,6.06432,35.565,4.5
Ahmedabad,Forecast,2020-05-01,469.02,,,,,,,,
Ahmedabad,Actual,2020-06-01,,6.0252,38.92054991934625,380.26,368.8522,63.14,4.82016,33.364999999999995,3.95
Ahmedabad,Forecast,2020-06-01,380.26,,,,,,,,
Ahmedabad,Actual,2020-07-01,,5.2344,37.04550947826386,343.31999999999994,333.02039999999994,75.96,4.18752,31.455,4.08
Ahmedabad,Forecast,2020-07-01,343.31999999999994,,,,,,,,
Ahmedabad,Actual,2020-08-01,,3.6941,32.82280626766789,270.305,262.19585,86.36,2.95528,30.07,4.28
Ahmedabad,Forecast,2020-08-01,270.305,,,,,,,,
Ahmedabad,Actual,2020-09-01,,5.1425,40.913695299837926,302.925,293.83725,84.93,4.114,27.345,2.29
Ahmedabad,Forecast,2020-09-01,302.925,,,,,,,,
Ahmedabad,Actual,2020-10-01,,5.4641,42.21862736688611,315.005,305.55485,71.4,4.3712800000000005,25.125,2.09
Ahmedabad,Forecast,2020-10-01,315.005,,,,,,,,
Ahmedabad,Actual,2020-11-01,,4.5749,38.09720264034863,285.345,276.78465,62.22,3.659920000000001,21.41,2.83
Ahmedabad,Forecast,2020-11-01,285.345,,,,,,,,
Ahmedabad,Actual,2020-12-01,,4.1506,37.05805804677994,263.13,255.2361,51.03,3.32048,18.975,2.78
Ahmedabad,Forecast,2020-12-01,263.13,,,,,,,,
Ahmedabad,Actual,2021-01-01,,4.2701,37.11072049512854,271.505,263.35985,39.82,3.4160800000000004,19.755000000000003,2.9
Ahmedabad,Forecast,2021-01-01,271.505,,,,,,,,
Ahmedabad,Actual,2021-02-01,,5.6033,40.512400392655046,336.76500000000004,326.66205,28.6,4.48264,24.25,2.83
Ahmedabad,Forecast,2021-02-01,336.76500000000004,,,,,,,,
Ahmedabad,Actual,2021-03-01,,6.6103,41.87913539297988,391.915,380.15755,23.84,5.28824,29.26,3.07
Ahmedabad,Forecast,2021-03-01,391.915,,,,,,,,
Ahmedabad,Actual,2021-04-01,,7.1191,42.66902018114847,417.955,405.41635,26.39,5.69528,31.115,3.1
Ahmedabad,Forecast,2021-04-01,417.955,,,,,,,,
Ahmedabad,Actual,2021-05-01,,6.6742,39.00229214572757,424.71,411.9687,42.39,5.33936,34.45,4.55
Ahmedabad,Forecast,2021-05-01,424.71,,,,,,,,
Ahmedabad,Actual,2021-06-01,,6.0223,37.351707012877725,397.715,385.7835500000001,61.61,4.81784,33.52,4.83
Ahmedabad,Forecast,2021-06-01,397.715,,,,,,,,
Ahmedabad,Actual,2021-07-01,,4.5434,33.52231133707133,333.37,323.3689,70.07,3.63472,31.465000000000003,5.31
Ahmedabad,Forecast,2021-07-01,333.37,,,,,,,,
Ahmedabad,Actual,2021-08-01,,4.5326,34.9240158111212,313.83000000000004,304.41510000000005,66.12,3.62608,30.97,4.36
Ahmedabad,Forecast,2021-08-01,313.83000000000004,,,,,,,,
Ahmedabad,Actual,2021-09-01,,4.0531,35.354279190040245,271.255,263.11735,84.05,3.24248,30.0,3.43
Ahmedabad,Forecast,2021-09-01,271.255,,,,,,,,
Ahmedabad,Actual,2021-10-01,,5.4516,41.696407952469926,317.78,308.24659999999994,70.99,4.36128,24.805,2.26
Ahmedabad,Forecast,2021-10-01,317.78,,,,,,,,
Ahmedabad,Actual,2021-11-01,,4.2038,36.53821316715637,271.59,263.4423,56.91,3.3630400000000003,23.855,3.07
Ahmedabad,Forecast,2021-11-01,271.59,,,,,,,,
Ahmedabad,Actual,2021-12-01,,3.673,35.495833579575674,240.25,233.0425,52.59,2.9384,19.54,2.83
Ahmedabad,Forecast,2021-12-01,240.25,,,,,,,,
Ahmedabad,Actual,2022-01-01,,4.4731,37.36028746871912,284.255,275.72735,46.74,3.57848,19.535,3.03
Ahmedabad,Forecast,2022-01-01,284.255,,,,,,,,
Ahmedabad,Actual,2022-02-01,,5.7312,41.337602624051854,338.76,328.5972,31.17,4.584960000000001,23.840000000000003,2.61
Ahmedabad,Forecast,2022-02-01,338.76,,,,,,,,
Ahmedabad,Actual,2022-03-01,,6.4226,40.90711714066492,388.13,376.4861,20.36,5.13808,29.89,3.35
Ahmedabad,Forecast,2022-03-01,388.13,,,,,,,,
Ahmedabad,Actual,2022-04-01,,7.2653,41.055012687530606,442.665,429.38505,24.46,5.81224,33.68,3.97
Ahmedabad,Forecast,2022-04-01,442.665,,,,,,,,
Ahmedabad,Actual,2022-05-01,,7.05,38.82604970008568,453.1,439.507,35.75,5.640000000000001,36.78,5.03
Ahmedabad,Forecast,2022-05-01,453.1,,,,,,,,
Ahmedabad,Actual,2022-06-01,,6.4555,37.5691361938984,426.575,413.77775,50.03,5.1644000000000005,35.14,5.19
Ahmedabad,Forecast,2022-06-01,426.575,,,,,,,,
Ahmedabad,Actual,2022-07-01,,4.1129,33.69533914188281,294.845,285.99965,82.28,3.29032,29.845,4.46
Ahmedabad,Forecast,2022-07-01,294.845,,,,,,,,
Ahmedabad,Actual,2022-08-01,,4.0207,35.04581928071207,271.835,263.67995,85.45,3.21656,28.275,3.54
Ahmedabad,Forecast,2022-08-01,271.835,,,,,,,,
Ahmedabad,Actual,2022-09-01,,5.183,38.99032383545658,320.75,311.1275,84.85,4.1464,27.52,3.08
Ahmedabad,Forecast,2022-09-01,320.75,,,,,,,,
Ahmedabad,Actual,2022-10-01,,5.513,41.66019869605712,322.04999999999995,312.3885,67.39,4.4104,25.08,2.32
Ahmedabad,Forecast,2022-10-01,322.04999999999995,,,,,,,,
Ahmedabad,Actual,2022-11-01,,4.859,40.00854323981701,290.35,281.6395,49.92,3.8872,23.345,2.37
Ahmedabad,Forecast,2022-11-01,290.35,,,,,,,,
Ahmedabad,Actual,2022-12-01,,4.2941,36.94615401168483,274.70500000000004,266.46385000000004,44.87,3.435280000000001,22.16,3.0
Ahmedabad,Forecast,2022-12-01,274.70500000000004,,,,,,,,
Ahmedabad,Actual,2023-01-01,,4.4892,36.85004878445402,290.06,281.3582,37.19,3.5913600000000003,19.615,3.28
Ahmedabad,Forecast,2023-01-01,290.06,,,,,,,,
Ahmedabad,Actual,2023-02-01,,5.957,41.21153667379381,354.65,344.0105,24.53,4.7656,25.14,2.84
Ahmedabad,Forecast,2023-02-01,354.65,,,,,,,,
Ahmedabad,Actual,2023-03-01,,5.7994,41.3739275615476,342.97,332.6809,33.39,4.63952,28.01,2.65
Ahmedabad,Forecast,2023-03-01,342.97,,,,,,,,
Ahmedabad,Actual,2023-04-01,,6.6859,42.20010879435298,394.095,382.27215,30.39,5.34872,31.445,2.99
Ahmedabad,Forecast,2023-04-01,394.095,,,,,,,,
Ahmedabad,Actual,2023-05-01,,7.1602,40.503167507175526,441.41,428.1677,38.01,5.72816,33.97,4.17
Ahmedabad,Forecast,2023-05-01,441.41,,,,,,,,
Ahmedabad,Actual,2023-06-01,,5.6671,36.028079541994934,388.155,376.51035,60.58,4.53368,33.205,5.24
Ahmedabad,Forecast,2023-06-01,388.155,,,,,,,,
Ahmedabad,Actual,2023-07-01,,4.4417,35.4259091808189,300.885,291.85845,85.4,3.55336,30.155,3.94
Ahmedabad,Forecast,2023-07-01,300.885,,,,,,,,
Ahmedabad,Actual,2023-08-01,,3.6631,32.29876430507454,274.555,266.31835,83.44,2.93048,27.950000000000003,4.57
Ahmedabad,Forecast,2023-08-01,274.555,,,,,,,,
Ahmedabad,Actual,2023-09-01,,4.8578,37.64660403781071,309.69,300.3993,80.42,3.88624,29.055,3.34
Ahmedabad,Forecast,2023-09-01,309.69,,,,,,,,
Ahmedabad,Actual,2023-10-01,,5.6626,42.79082915900492,323.93,314.2121,64.91,4.530080000000001,26.465000000000003,2.04
Ahmedabad,Forecast,2023-10-01,323.93,,,,,,,,
Ahmedabad,Actual,2023-11-01,,4.115,37.00368689733409,260.95,253.1215,52.04,3.2920000000000003,24.11,2.76
Ahmedabad,Forecast,2023-11-01,260.95,,,,,,,,
Ahmedabad,Actual,2023-12-01,,3.9012,35.38606958650232,259.06,251.2882,53.58,3.12096,22.325,3.2
Ahmedabad,Forecast,2023-12-01,259.06,,,,,,,,
Ahmedabad,Actual,2024-01-01,,4.3654,37.23270068918136,277.47,269.14590000000004,41.08,3.4923200000000003,20.905,2.96
Ahmedabad,Forecast,2024-01-01,277.47,,,,,,,,
Ahmedabad,Actual,2024-02-01,,5.2642,38.99127501385678,326.41,316.6177,29.47,4.21136,25.11,3.16
Ahmedabad,Forecast,2024-02-01,326.41,,,,,,,,
Ahmedabad,Actual,2024-03-01,,6.4171,40.96341318936118,387.255,375.6373499999999,24.72,5.13368,26.06,3.32
Ahmedabad,Forecast,2024-03-01,387.255,,,,,,,,
Ahmedabad,Actual,2024-04-01,,6.6238,40.98459562492842,400.79,388.7663,26.76,5.299040000000001,33.260000000000005,3.48
Ahmedabad,Forecast,2024-04-01,400.79,,,,,,,,
Ahmedabad,Actual,2024-05-01,,7.129,39.93921027149159,445.45,432.0865,30.43,5.7032,35.42,4.45
Ahmedabad,Forecast,2024-05-01,445.45,,,,,,,,
Ahmedabad,Actual,2024-06-01,,6.2412,38.09296090731774,404.66,392.52019999999993,48.95,4.99296,36.165,4.63
Ahmedabad,Forecast,2024-06-01,404.66,,,,,,,,
Ahmedabad,Actual,2024-07-01,,3.9948,33.35008483328416,289.34000000000003,280.6598,76.47,3.1958400000000005,31.835,4.48
Ahmedabad,Forecast,2024-07-01,289.34000000000003,,,,,,,,
Ahmedabad,Actual,2024-08-01,,3.6559,32.42454781100501,272.195,264.02915,84.19,2.92472,29.625,4.47
Ahmedabad,Forecast,2024-08-01,272.195,,,,,,,,
Ahmedabad,Actual,2024-09-01,,4.4789,37.03987572007131,287.545,278.91865,87.36,3.5831200000000005,27.41,3.18
Ahmedabad,Forecast,2024-09-01,287.545,,,,,,,,
Ahmedabad,Actual,2024-10-01,,5.0047,41.31813122536828,291.035,282.30395,80.76,4.00376,25.905,2.04
Ahmedabad,Forecast,2024-10-01,291.035,,,,,,,,
Ahmedabad,Actual,2024-11-01,,4.6956,40.547459861575405,275.58,267.3126,64.59,3.75648,21.935,2.04
Ahmedabad,Forecast,2024-11-01,275.58,,,,,,,,
Ahmedabad,Actual,2024-12-01,,4.0157,35.91435235764542,262.985,255.09545,58.08,3.21256,18.145,3.11
Ahmedabad,Forecast,2024-12-01,262.985,,,,,,,,
Ahmedabad,Forecast,2025-01-01,262.9316750000005,,,,,,,,
Ahmedabad,Forecast,2025-02-01,263.1214500000006,,,,,,,,
Ahmedabad,Forecast,2025-03-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2025-04-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2025-05-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2025-06-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2025-07-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2025-08-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2025-09-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2025-10-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2025-11-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2025-12-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2026-01-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2026-02-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2026-03-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2026-04-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2026-05-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2026-06-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2026-07-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2026-08-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2026-09-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2026-10-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2026-11-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2026-12-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2027-01-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2027-02-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2027-03-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2027-04-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2027-05-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2027-06-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2027-07-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2027-08-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2027-09-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2027-10-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2027-11-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2027-12-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2028-01-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2028-02-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2028-03-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2028-04-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2028-05-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2028-06-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2028-07-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2028-08-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2028-09-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2028-10-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2028-11-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2028-12-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2029-01-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2029-02-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2029-03-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2029-04-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2029-05-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2029-06-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2029-07-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2029-08-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2029-09-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2029-10-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2029-11-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2029-12-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2030-01-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2030-02-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2030-03-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2030-04-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2030-05-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2030-06-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2030-07-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2030-08-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2030-09-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2030-10-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2030-11-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2030-12-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2031-01-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2031-02-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2031-03-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2031-04-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2031-05-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2031-06-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2031-07-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2031-08-01,263.0273750000007,,,,,,,,
Ahmedabad,Forecast,2031-09-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2031-10-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2031-11-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2031-12-01,263.02737500000063,,,,,,,,
Ahmedabad,Forecast,2032-01-01,263.02737500000063,,,,,,,,
