CITY,DATA_TYPE,DATE,ENERGY_GENERATED,allsky_sfc_sw_dwn,energy_efficiency_index,energy_generated,predicted_energy,rh2m,sunshine_hours,temperature,wind_speed
Guwahati,Forecast,2020-10-01,246.6,,,,,,,,
Guwahati,Actual,2020-11-01,,4.0891,39.318940220213975,242.255,234.98735,82.04,3.2712800000000004,20.44,1.89
Guwahati,Forecast,2020-11-01,242.255,,,,,,,,
Guwahati,Actual,2020-12-01,,3.577,38.70866779586125,210.25,203.9425,82.66,2.8616,16.84,1.57
Guwahati,Forecast,2020-12-01,210.25,,,,,,,,
Guwahati,Actual,2021-01-01,,3.2047,36.7729686109477,195.035,189.18394999999995,81.09,2.5637600000000003,15.53,1.74
Guwahati,Forecast,2021-01-01,195.035,,,,,,,,
Guwahati,Actual,2021-02-01,,4.2876,39.96457187845235,251.78000000000003,244.2266,72.0,3.43008,17.46,1.87
Guwahati,Forecast,2021-02-01,251.78000000000003,,,,,,,,
Guwahati,Actual,2021-03-01,,4.9397,39.96149362634516,296.185,287.29945,62.7,3.95176,22.57,2.46
Guwahati,Forecast,2021-03-01,296.185,,,,,,,,
Guwahati,Actual,2021-04-01,,5.9318,42.35955222117201,344.18999999999994,333.8643,65.26,4.74544,25.53,2.38
Guwahati,Forecast,2021-04-01,344.18999999999994,,,,,,,,
Guwahati,Actual,2021-05-01,,4.2199,38.5235646392396,256.795,249.09115,76.96,3.3759200000000003,27.905,2.29
Guwahati,Forecast,2021-05-01,256.795,,,,,,,,
Guwahati,Actual,2021-06-01,,4.296,39.138883828262585,257.8,250.066,80.16,3.4368000000000003,29.08,2.15
Guwahati,Forecast,2021-06-01,257.8,,,,,,,,
Guwahati,Actual,2021-07-01,,4.2257,40.20628831348765,246.085,238.70245,82.87,3.38056,29.985,1.74
Guwahati,Forecast,2021-07-01,246.085,,,,,,,,
Guwahati,Actual,2021-08-01,,4.2288,39.95460290438237,247.84,240.4048,85.51,3.38304,28.795,1.82
Guwahati,Forecast,2021-08-01,247.84,,,,,,,,
Guwahati,Actual,2021-09-01,,4.9824,43.542937824618015,276.32,268.0304,83.83,3.98592,28.435,1.36
Guwahati,Forecast,2021-09-01,276.32,,,,,,,,
Guwahati,Actual,2021-10-01,,4.3322,41.373393152175375,246.41000000000005,239.0177,83.31,3.4657600000000004,25.395,1.49
Guwahati,Forecast,2021-10-01,246.41000000000005,,,,,,,,
Guwahati,Actual,2021-11-01,,4.117,40.08470603990893,239.45,232.2665,79.86,3.2936,19.475,1.68
Guwahati,Forecast,2021-11-01,239.45,,,,,,,,
Guwahati,Actual,2021-12-01,,3.6288,38.71780758422898,213.84,207.4248,80.27,2.9030400000000003,18.56,1.62
Guwahati,Forecast,2021-12-01,213.84,,,,,,,,
Guwahati,Actual,2022-01-01,,3.4723,37.99946400775353,207.015,200.80455,79.15,2.7778400000000003,15.625,1.67
Guwahati,Forecast,2022-01-01,207.015,,,,,,,,
Guwahati,Actual,2022-02-01,,3.8971,37.97813247081985,237.655,230.52535,74.97,3.11768,16.1,2.14
Guwahati,Forecast,2022-02-01,237.655,,,,,,,,
Guwahati,Actual,2022-03-01,,4.9243,40.39247853222379,292.015,283.25455,64.52,3.93944,22.255,2.29
Guwahati,Forecast,2022-03-01,292.015,,,,,,,,
Guwahati,Actual,2022-04-01,,4.0291,37.989291557490986,247.055,239.64335,77.05,3.22328,25.865,2.28
Guwahati,Forecast,2022-04-01,247.055,,,,,,,,
Guwahati,Actual,2022-05-01,,4.5058,40.16721577557596,265.29,257.33129999999994,78.22,3.60464,26.645,2.0
Guwahati,Forecast,2022-05-01,265.29,,,,,,,,
Guwahati,Actual,2022-06-01,,3.4294,36.55940152772254,213.27,206.8719,84.69,2.74352,28.585,2.09
Guwahati,Forecast,2022-06-01,213.27,,,,,,,,
Guwahati,Actual,2022-07-01,,5.0179,42.978524087929785,281.695,273.24415,83.14,4.0143200000000006,28.9,1.54
Guwahati,Forecast,2022-07-01,281.695,,,,,,,,
Guwahati,Actual,2022-08-01,,4.9728,42.28915230314702,282.84000000000003,274.3548,81.74,3.97824,29.365,1.71
Guwahati,Forecast,2022-08-01,282.84000000000003,,,,,,,,
Guwahati,Actual,2022-09-01,,4.3829,41.55223910515976,248.745,241.28265,84.57,3.5063200000000005,29.38,1.48
Guwahati,Forecast,2022-09-01,248.745,,,,,,,,
Guwahati,Actual,2022-10-01,,4.0572,39.57343140118425,238.46,231.3062,83.78,3.24576,24.475,1.78
Guwahati,Forecast,2022-10-01,238.46,,,,,,,,
Guwahati,Actual,2022-11-01,,4.5041,41.7431507296743,255.605,247.93685,75.93,3.60328,20.715,1.52
Guwahati,Forecast,2022-11-01,255.605,,,,,,,,
Guwahati,Actual,2022-12-01,,3.4834,38.172547224150414,206.77,200.5669,80.45,2.7867200000000003,17.97,1.63
Guwahati,Forecast,2022-12-01,206.77,,,,,,,,
Guwahati,Actual,2023-01-01,,3.7574,38.49520762386027,224.27,217.5419,76.27,3.00592,16.564999999999998,1.82
Guwahati,Forecast,2023-01-01,224.27,,,,,,,,
Guwahati,Actual,2023-02-01,,3.9041,38.05771966017862,237.605,230.47685,68.49,3.1232800000000003,18.695,2.12
Guwahati,Forecast,2023-02-01,237.605,,,,,,,,
Guwahati,Actual,2023-03-01,,4.6162,39.89707916361566,274.61,266.37170000000003,69.02,3.69296,22.25,2.19
Guwahati,Forecast,2023-03-01,274.61,,,,,,,,
Guwahati,Actual,2023-04-01,,5.6894,41.27696429622942,336.47,326.3759,64.24,4.55152,26.09,2.6
Guwahati,Forecast,2023-04-01,336.47,,,,,,,,
Guwahati,Actual,2023-05-01,,5.5889,41.82261343683579,325.845,316.06965,68.14,4.47112,28.19,2.32
Guwahati,Forecast,2023-05-01,325.845,,,,,,,,
Guwahati,Actual,2023-06-01,,4.3214,39.7180726784649,255.67,247.9999,76.06,3.45712,29.675,1.98
Guwahati,Forecast,2023-06-01,255.67,,,,,,,,
Guwahati,Actual,2023-07-01,,4.795,41.95058317986495,273.35,265.1495,80.9,3.836,30.615,1.68
Guwahati,Forecast,2023-07-01,273.35,,,,,,,,
Guwahati,Actual,2023-08-01,,4.1868,40.25869948207119,243.14,235.8458,83.46,3.34944,29.01,1.69
Guwahati,Forecast,2023-08-01,243.14,,,,,,,,
Guwahati,Actual,2023-09-01,,4.8816,43.04150724198457,272.68,264.4996,81.65,3.90528,28.75,1.43
Guwahati,Forecast,2023-09-01,272.68,,,,,,,,
Guwahati,Actual,2023-10-01,,4.3265,41.21461476832688,246.925,239.51725,81.76,3.4612000000000003,24.99,1.53
Guwahati,Forecast,2023-10-01,246.925,,,,,,,,
Guwahati,Actual,2023-11-01,,4.2938,40.33710839639453,249.89,242.3933,77.61,3.4350400000000003,21.875,1.76
Guwahati,Forecast,2023-11-01,249.89,,,,,,,,
Guwahati,Actual,2023-12-01,,3.5107,38.2367084147004,208.335,202.08495,78.01,2.80856,18.385,1.64
Guwahati,Forecast,2023-12-01,208.335,,,,,,,,
Guwahati,Actual,2024-01-01,,3.5304,38.68278324791943,207.12,200.9064,76.01,2.82432,15.565,1.53
Guwahati,Forecast,2024-01-01,207.12,,,,,,,,
Guwahati,Actual,2024-02-01,,3.8417,37.27496189500512,238.685,231.52445,68.26,3.07336,16.505,2.33
Guwahati,Forecast,2024-02-01,238.685,,,,,,,,
Guwahati,Actual,2024-03-01,,4.4582,38.59361045479725,273.11,264.9167,61.77,3.56656,21.69,2.51
Guwahati,Forecast,2024-03-01,273.11,,,,,,,,
Guwahati,Actual,2024-04-01,,5.5147,39.6325025551586,338.135,327.99095,59.25,4.41176,26.76,3.12
Guwahati,Forecast,2024-04-01,338.135,,,,,,,,
Guwahati,Actual,2024-05-01,,5.0345,40.91607172505396,295.725,286.85325,70.16,4.0276000000000005,28.945,2.2
Guwahati,Forecast,2024-05-01,295.725,,,,,,,,
Guwahati,Actual,2024-06-01,,3.7464,39.25323464440428,218.92,212.3524,81.1,2.99712,29.02,1.58
Guwahati,Forecast,2024-06-01,218.92,,,,,,,,
Guwahati,Actual,2024-07-01,,4.6454,42.443283135274434,260.87,253.0439,83.07,3.716320000000001,30.48,1.43
Guwahati,Forecast,2024-07-01,260.87,,,,,,,,
Guwahati,Actual,2024-08-01,,4.4448,41.545620653845646,252.84,245.2548,84.67,3.55584,29.045,1.53
Guwahati,Forecast,2024-08-01,252.84,,,,,,,,
Guwahati,Actual,2024-09-01,,4.6282,42.07432310817412,261.80999999999995,253.95569999999995,82.44,3.70256,28.855,1.52
Guwahati,Forecast,2024-09-01,261.80999999999995,,,,,,,,
Guwahati,Actual,2024-10-01,,3.2623,37.58626959441684,194.315,188.48555,85.52,2.60984,24.98,1.56
Guwahati,Forecast,2024-10-01,194.315,,,,,,,,
Guwahati,Actual,2024-11-01,,4.1206,40.612857162472025,236.63,229.53109999999995,81.44,3.29648,20.73,1.53
Guwahati,Forecast,2024-11-01,236.63,,,,,,,,
Guwahati,Actual,2024-12-01,,3.6528,38.63210448764716,216.04,209.5588,80.07,2.9222400000000004,16.384999999999998,1.67
Guwahati,Forecast,2024-12-01,216.04,,,,,,,,
Guwahati,Forecast,2025-01-01,215.7725249999993,,,,,,,,
Guwahati,Forecast,2025-02-01,216.22231249999967,,,,,,,,
Guwahati,Forecast,2025-03-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2025-04-01,215.6407374999995,,,,,,,,
Guwahati,Forecast,2025-05-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2025-06-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2025-07-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2025-08-01,215.6412624999995,,,,,,,,
Guwahati,Forecast,2025-09-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2025-10-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2025-11-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2025-12-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2026-01-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2026-02-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2026-03-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2026-04-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2026-05-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2026-06-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2026-07-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2026-08-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2026-09-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2026-10-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2026-11-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2026-12-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2027-01-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2027-02-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2027-03-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2027-04-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2027-05-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2027-06-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2027-07-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2027-08-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2027-09-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2027-10-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2027-11-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2027-12-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2028-01-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2028-02-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2028-03-01,215.6412624999995,,,,,,,,
Guwahati,Forecast,2028-04-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2028-05-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2028-06-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2028-07-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2028-08-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2028-09-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2028-10-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2028-11-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2028-12-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2029-01-01,215.64126249999936,,,,,,,,
Guwahati,Forecast,2029-02-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2029-03-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2029-04-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2029-05-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2029-06-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2029-07-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2029-08-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2029-09-01,215.6412624999995,,,,,,,,
Guwahati,Forecast,2029-10-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2029-11-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2029-12-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2030-01-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2030-02-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2030-03-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2030-04-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2030-05-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2030-06-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2030-07-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2030-08-01,215.6412624999995,,,,,,,,
Guwahati,Forecast,2030-09-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2030-10-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2030-11-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2030-12-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2031-01-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2031-02-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2031-03-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2031-04-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2031-05-01,215.64126249999936,,,,,,,,
Guwahati,Forecast,2031-06-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2031-07-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2031-08-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2031-09-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2031-10-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2031-11-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2031-12-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2032-01-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2032-02-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2032-03-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2032-04-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2032-05-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2032-06-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2032-07-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2032-08-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2032-09-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2032-10-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2032-11-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2032-12-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2033-01-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2033-02-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2033-03-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2033-04-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2033-05-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2033-06-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2033-07-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2033-08-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2033-09-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2033-10-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2033-11-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2033-12-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2034-01-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2034-02-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2034-03-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2034-04-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2034-05-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2034-06-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2034-07-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2034-08-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2034-09-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2034-10-01,215.64126249999947,,,,,,,,
Guwahati,Forecast,2034-11-01,215.64126249999944,,,,,,,,
Guwahati,Forecast,2034-12-01,215.64126249999947,,,,,,,,
Hyderabad,Actual,2015-01-01,,4.9831,38.03243355441636,315.15500000000003,305.70035,47.63,3.98648,21.165,3.3
Hyderabad,Actual,2015-02-01,,5.9383,40.48300572931681,359.515,348.72955,41.55,4.75064,25.08,3.13
Hyderabad,Actual,2015-03-01,,5.7972,40.55114089972336,349.46000000000004,338.9762,42.92,4.63776,27.675,2.98
Hyderabad,Actual,2015-04-01,,6.5926,42.01279264358297,389.63,377.9411,46.74,5.2740800000000005,29.095,3.0
Hyderabad,Actual,2015-05-01,,6.7361,40.12030170721002,416.805,404.30085,35.58,5.38888,34.365,4.0
Hyderabad,Actual,2015-06-01,,5.0172,33.989981196161935,365.86,354.8842,63.14,4.01376,30.75,5.75
Hyderabad,Actual,2015-07-01,,5.6688,35.26633577963489,399.04,387.0688,61.02,4.53504,29.625,5.78
Hyderabad,Actual,2015-08-01,,4.6733,35.383512910028536,319.46500000000003,309.88105,70.43,3.73864,28.65,4.29
Hyderabad,Actual,2015-09-01,,4.9985,39.05614579097195,307.32500000000005,298.10525,74.72,3.9988,27.515,2.87
Hyderabad,Actual,2015-10-01,,5.3599,40.46395523668251,320.795,311.17115,60.99,4.28792,27.615,2.64
Hyderabad,Actual,2015-11-01,,4.6171,36.61653533373445,301.855,292.79935,59.34,3.69368,25.555,3.55
Hyderabad,Actual,2015-12-01,,4.6186,37.8779576457818,290.33,281.6201,49.01,3.69488,23.410000000000004,2.97
Hyderabad,Actual,2016-01-01,,4.7467,38.83322499520471,291.535,282.78894999999994,42.58,3.79736,23.63,2.71
Hyderabad,Forecast,2016-01-01,291.535,,,,,,,,
Hyderabad,Actual,2016-02-01,,5.4562,38.79745052788429,341.61,331.3617,42.25,4.36496,27.39,3.44
Hyderabad,Forecast,2016-02-01,341.61,,,,,,,,
Hyderabad,Actual,2016-03-01,,6.0269,40.36163549714144,366.545,355.54865,38.06,4.8215200000000005,29.615,3.26
Hyderabad,Forecast,2016-03-01,366.545,,,,,,,,
Hyderabad,Actual,2016-04-01,,6.9706,41.32371900696508,420.53,407.9141,30.92,5.57648,32.665,3.6
Hyderabad,Forecast,2016-04-01,420.53,,,,,,,,
Hyderabad,Actual,2016-05-01,,6.6636,39.30330963434782,420.58,407.9626,44.3,5.3308800000000005,33.17,4.37
Hyderabad,Forecast,2016-05-01,420.58,,,,,,,,
Hyderabad,Actual,2016-06-01,,4.9238,34.90632053263006,345.19,334.8343,66.43,3.93904,31.645,4.95
Hyderabad,Forecast,2016-06-01,345.19,,,,,,,,
Hyderabad,Actual,2016-07-01,,4.3543,32.72389958105777,329.315,319.43555,76.62,3.4834400000000003,27.715,5.58
Hyderabad,Forecast,2016-07-01,329.315,,,,,,,,
Hyderabad,Actual,2016-08-01,,4.8778,34.29540963553102,349.89,339.39329999999995,74.94,3.90224,27.96,5.3
Hyderabad,Forecast,2016-08-01,349.89,,,,,,,,
Hyderabad,Actual,2016-09-01,,3.9293,33.88122843205302,277.265,268.94705,84.28,3.14344,25.54,4.04
Hyderabad,Forecast,2016-09-01,277.265,,,,,,,,
Hyderabad,Actual,2016-10-01,,5.2954,38.81466956333644,330.17,320.26489999999995,78.69,4.23632,22.535,3.27
Hyderabad,Forecast,2016-10-01,330.17,,,,,,,,
Hyderabad,Actual,2016-11-01,,5.1202,39.51414358371664,312.01,302.6497,64.8,4.09616,21.335,2.8
Hyderabad,Forecast,2016-11-01,312.01,,,,,,,,
Hyderabad,Actual,2016-12-01,,4.661,37.893471856101726,293.25,284.4525,54.15,3.7288,20.475,3.01
Hyderabad,Forecast,2016-12-01,293.25,,,,,,,,
Hyderabad,Actual,2017-01-01,,4.932,39.21619652336837,301.40000000000003,292.358,44.12,3.9456000000000007,22.425,2.74
Hyderabad,Forecast,2017-01-01,301.40000000000003,,,,,,,,
Hyderabad,Actual,2017-02-01,,6.0365,41.29402703696891,359.225,348.44825000000003,31.45,4.8292,26.29,2.87
Hyderabad,Forecast,2017-02-01,359.225,,,,,,,,
Hyderabad,Actual,2017-03-01,,6.5506,42.00975410619208,386.93000000000006,375.3221,33.95,5.240480000000001,28.385,2.97
Hyderabad,Forecast,2017-03-01,386.93000000000006,,,,,,,,
Hyderabad,Actual,2017-04-01,,6.871,42.87871647673721,400.35,388.3395,25.41,5.4968,32.36,2.84
Hyderabad,Forecast,2017-04-01,400.35,,,,,,,,
Hyderabad,Actual,2017-05-01,,6.6574,40.19902270182225,410.67,398.3499,37.28,5.32592,33.385000000000005,3.89
Hyderabad,Forecast,2017-05-01,410.67,,,,,,,,
Hyderabad,Actual,2017-06-01,,4.9512,34.584739296978846,351.76,341.2072,67.75,3.96096,31.255,5.21
Hyderabad,Forecast,2017-06-01,351.76,,,,,,,,
Hyderabad,Actual,2017-07-01,,4.7962,32.777646789842954,367.01,355.9997,73.68,3.83696,27.93,6.36
Hyderabad,Forecast,2017-07-01,367.01,,,,,,,,
Hyderabad,Actual,2017-08-01,,4.1753,34.33099419052812,292.165,283.40005,80.73,3.34024,25.69,4.17
Hyderabad,Forecast,2017-08-01,292.165,,,,,,,,
Hyderabad,Actual,2017-09-01,,4.7129,38.02478561293109,295.845,286.96965,83.81,3.77032,25.25,3.01
Hyderabad,Forecast,2017-09-01,295.845,,,,,,,,
Hyderabad,Actual,2017-10-01,,4.8156,39.955681931779054,287.78,279.1466,82.78,3.85248,23.33,2.35
Hyderabad,Forecast,2017-10-01,287.78,,,,,,,,
Hyderabad,Actual,2017-11-01,,4.9586,39.48272425946127,301.13,292.0961,74.24,3.96688,21.625,2.66
Hyderabad,Forecast,2017-11-01,301.13,,,,,,,,
Hyderabad,Actual,2017-12-01,,4.8274,38.88536567469261,296.77,287.8669,58.17,3.86192,21.045,2.77
Hyderabad,Forecast,2017-12-01,296.77,,,,,,,,
Hyderabad,Actual,2018-01-01,,4.9997,39.99927997695927,299.985,290.98545,37.82,3.99976,21.785,2.5
Hyderabad,Forecast,2018-01-01,299.985,,,,,,,,
Hyderabad,Actual,2018-02-01,,5.6174,40.468426798437136,338.07,327.9279,35.41,4.49392,25.085,2.86
Hyderabad,Forecast,2018-02-01,338.07,,,,,,,,
Hyderabad,Actual,2018-03-01,,6.053,41.59885613317214,357.85,347.1145,28.87,4.8424000000000005,29.96,2.76
Hyderabad,Forecast,2018-03-01,357.85,,,,,,,,
Hyderabad,Actual,2018-04-01,,6.5081,42.2983267009953,381.805,370.3508499999999,40.87,5.20648,31.87,2.82
Hyderabad,Forecast,2018-04-01,381.805,,,,,,,,
Hyderabad,Actual,2018-05-01,,6.2731,40.11612658818044,385.455,373.8913500000001,42.01,5.01848,33.33,3.59
Hyderabad,Forecast,2018-05-01,385.455,,,,,,,,
Hyderabad,Actual,2018-06-01,,5.382,35.75433034333436,369.9,358.80299999999994,63.4,4.3056,30.835,5.04
Hyderabad,Forecast,2018-06-01,369.9,,,,,,,,
Hyderabad,Actual,2018-07-01,,4.1731,31.061906905489685,342.255,331.98735,70.94,3.33848,28.07,6.68
Hyderabad,Forecast,2018-07-01,342.255,,,,,,,,
Hyderabad,Actual,2018-08-01,,4.0718,31.186953597848007,330.18999999999994,320.2842999999999,75.86,3.25744,27.34,6.33
Hyderabad,Forecast,2018-08-01,330.18999999999994,,,,,,,,
Hyderabad,Actual,2018-09-01,,4.9625,38.49813432835821,309.52500000000003,300.23925,75.51,3.9700000000000006,26.59,3.07
Hyderabad,Forecast,2018-09-01,309.52500000000003,,,,,,,,
Hyderabad,Actual,2018-10-01,,5.3501,39.62446424761941,326.905,317.09784999999994,63.08,4.280080000000001,24.99,2.97
Hyderabad,Forecast,2018-10-01,326.905,,,,,,,,
Hyderabad,Actual,2018-11-01,,4.8948,38.75816055671139,302.54,293.4638,54.91,3.91584,24.340000000000003,2.89
Hyderabad,Forecast,2018-11-01,302.54,,,,,,,,
Hyderabad,Actual,2018-12-01,,3.7433,35.53624808824211,245.365,238.00405,55.68,2.9946400000000004,20.265,2.91
Hyderabad,Forecast,2018-12-01,245.365,,,,,,,,
Hyderabad,Actual,2019-01-01,,4.6056,37.5015375784165,292.68,283.8996,47.38,3.68448,20.13,3.12
Hyderabad,Forecast,2019-01-01,292.68,,,,,,,,
Hyderabad,Actual,2019-02-01,,5.6059,40.46866601397527,337.295,327.17615,47.07,4.48472,24.89,2.85
Hyderabad,Forecast,2019-02-01,337.295,,,,,,,,
Hyderabad,Actual,2019-03-01,,6.3485,40.771360088240286,384.425,372.89224999999993,34.51,5.0788,29.475,3.35
Hyderabad,Forecast,2019-03-01,384.425,,,,,,,,
Hyderabad,Actual,2019-04-01,,6.5878,41.13783698643764,396.99,385.0803,35.4,5.27024,32.81,3.38
Hyderabad,Forecast,2019-04-01,396.99,,,,,,,,
Hyderabad,Actual,2019-05-01,,6.703,41.42789412928761,401.9500000000001,389.8915,31.48,5.362400000000001,34.74,3.34
Hyderabad,Forecast,2019-05-01,401.9500000000001,,,,,,,,
Hyderabad,Actual,2019-06-01,,5.7146,36.91922094260353,380.33,368.9201000000001,54.38,4.57168,32.485,4.73
Hyderabad,Forecast,2019-06-01,380.33,,,,,,,,
Hyderabad,Actual,2019-07-01,,4.5288,32.49451648040108,348.44000000000005,337.9868,69.98,3.623040000000001,29.03,6.1
Hyderabad,Forecast,2019-07-01,348.44000000000005,,,,,,,,
Hyderabad,Actual,2019-08-01,,4.5355,33.09541001522189,339.175,328.99975,79.89,3.6284,27.21,5.62
Hyderabad,Forecast,2019-08-01,339.175,,,,,,,,
Hyderabad,Actual,2019-09-01,,4.2958,34.6465054887854,298.19,289.2443,83.41,3.43664,26.295,4.17
Hyderabad,Forecast,2019-09-01,298.19,,,,,,,,
Hyderabad,Actual,2019-10-01,,4.3567,38.79985796788431,264.435,256.50195,87.28,3.48536,24.775,2.33
Hyderabad,Forecast,2019-10-01,264.435,,,,,,,,
Hyderabad,Actual,2019-11-01,,4.7184,38.88781285643575,289.12,280.4464,81.25,3.77472,22.2,2.66
Hyderabad,Forecast,2019-11-01,289.12,,,,,,,,
Hyderabad,Actual,2019-12-01,,3.8686,35.78687819184473,252.83,245.2451,75.87,3.09488,20.130000000000003,2.97
Hyderabad,Forecast,2019-12-01,252.83,,,,,,,,
Hyderabad,Actual,2020-01-01,,4.3718,36.561595583615706,283.99,275.4703,65.19,3.4974400000000005,22.115,3.27
Hyderabad,Forecast,2020-01-01,283.99,,,,,,,,
Hyderabad,Actual,2020-02-01,,5.2697,38.15812890154419,334.485,324.45045,50.19,4.21576,24.79,3.55
Hyderabad,Forecast,2020-02-01,334.485,,,,,,,,
