date,city,energy_generated,predicted_energy,energy_efficiency_index,sunshine_hours,temperature,wind_speed,allsky_sfc_sw_dwn,rh2m
2019-02-01,Jaipur,303.075,293.98274999999995,38.0556253139126,3.854,16.855,3.11,4.8175,33.19
2019-03-01,Jaipur,357.61,346.8817,40.160322351693964,4.69456,24.095,3.21,5.8682,28.91
2019-04-01,Jaipur,407.23,395.0131,42.225904389013785,5.51408,29.87,3.13,6.8926,24.95
2019-05-01,Jaipur,424.71,411.9687,41.32481493301782,5.62736,34.665,3.65,7.0342,23.45
2019-06-01,Jaipur,398.52,386.5644,39.65878241208831,5.11872,35.41,3.93,6.3984,31.27
2019-07-01,Jaipur,319.225,309.64825,36.78554966582162,3.898,33.175,3.78,4.8725,63.84
2019-08-01,Jaipur,300.13,291.1261,37.269895987522474,3.74288,28.06,3.31,4.6786,83.94
2019-09-01,Jaipur,280.445,272.03165,40.00459322826918,3.77032,27.565,2.24,4.7129,82.97
2019-10-01,Jaipur,275.59,267.3223,41.93243095200418,3.86224,24.175,1.71,4.8278,62.11
2019-11-01,Jaipur,225.35,218.5895,36.891821098814745,2.8984000000000005,21.79,2.21,3.623,64.32
2019-12-01,Jaipur,217.39,210.8683,36.05954245070198,2.74864,13.085,2.28,3.4358,54.36
2020-01-01,Jaipur,242.51,235.2347,35.99908558670894,3.0065600000000003,13.625,2.73,3.7582,55.25
2020-02-01,Jaipur,299.125,290.15125,39.66964617261684,3.9604,18.195,2.58,4.9505,37.19
2020-03-01,Jaipur,335.85,325.7745,40.47360809833695,4.468,22.23,2.83,5.585,45.57
2020-04-01,Jaipur,398.87,386.9039,41.64300211310543,5.34832,27.955,3.23,6.6854,29.93
2020-05-01,Jaipur,428.77,415.9069,41.07968176348405,5.64752,33.79,3.79,7.0594,26.86
2020-06-01,Jaipur,396.91,385.0027,41.01937132085456,5.25616,33.754999999999995,3.42,6.5702,42.71
2020-07-01,Jaipur,352.37,341.7989,39.40123804667722,4.55312,33.845,3.39,5.6914,56.44
2020-08-01,Jaipur,287.09,278.4773,37.31038749051287,3.60464,30.05,3.09,4.5058,78.06
2020-09-01,Jaipur,310.78000000000003,301.45660000000004,41.236757743668136,4.23648,29.0,2.3,5.2956,68.81
2020-10-01,Jaipur,298.08,289.1376,39.943825645093845,3.972480000000001,25.48,2.49,4.9656,36.02
2020-11-01,Jaipur,249.57,242.0829,37.74774938289531,3.23152,20.485,2.38,4.0394,36.56
2020-12-01,Jaipur,243.22,235.9234,36.86089792553256,3.08832,17.405,2.51,3.8604,34.35
2021-01-01,Jaipur,243.165,235.87005,35.57415469962431,2.9754400000000003,15.28,2.86,3.7193,48.46
2021-02-01,Jaipur,320.535,310.91894999999994,40.07408833590046,4.24856,21.25,2.75,5.3107,27.37
2021-03-01,Jaipur,370.38,359.2686,40.30039780294391,4.86048,27.4,3.33,6.0756,24.19
2021-04-01,Jaipur,422.92,410.2324,41.43057547472942,5.617920000000001,30.075000000000003,3.59,7.0224,16.38
2021-05-01,Jaipur,383.215,371.71855,40.060778771127254,4.9858400000000005,30.95,3.58,6.2323,36.47
2021-06-01,Jaipur,393.59,381.7823,40.30272869512504,5.135840000000001,33.78,3.63,6.4198,45.65
2021-07-01,Jaipur,322.93999999999994,313.25179999999995,37.01810212016726,3.96384,32.845,3.76,4.9548,62.61
2021-08-01,Jaipur,322.87,313.1839,38.95857868216306,4.16752,28.685,3.12,5.2094,79.5
2021-09-01,Jaipur,299.27,290.2919,35.485775808914894,3.5435200000000004,27.245,3.89,4.4294,86.54
2021-10-01,Jaipur,305.315,296.15555,39.96562575267297,4.05944,24.225,2.58,5.0743,65.27
2021-11-01,Jaipur,240.54,233.3238,37.470558179529675,3.10944,20.64,2.31,3.8868,52.56
2021-12-01,Jaipur,215.06,208.6082,35.73279987239472,2.6985600000000005,14.725,2.32,3.3732,52.21
2022-01-01,Jaipur,228.25,221.4025,35.97207337830171,2.8552,15.03,2.49,3.569,62.08
2022-02-01,Jaipur,321.36499999999995,311.7240499999999,39.40885189291004,4.19464,18.17,2.96,5.2433,47.66
2022-03-01,Jaipur,375.51,364.2447,40.26070659679038,4.91696,26.72,3.41,6.1462,28.27
2022-04-01,Jaipur,411.57499999999993,399.2277499999999,40.93807193443144,5.4236,32.59,3.63,6.7795,13.72
2022-05-01,Jaipur,433.47,420.4659,39.373719243681606,5.48912,35.42,4.52,6.8614,23.05
2022-06-01,Jaipur,395.83,383.9551,38.462659649722866,4.94128,34.57,4.35,6.1766,39.67
2022-07-01,Jaipur,307.855,298.61935,38.03082936374597,3.90488,30.305,3.19,4.8811,76.62
2022-08-01,Jaipur,290.89,282.1633,35.63326244818361,3.47344,27.295,3.69,4.3418,83.9
2022-09-01,Jaipur,318.01000000000005,308.46970000000005,39.688938366764184,4.1825600000000005,28.43,2.83,5.2282,75.38
2022-10-01,Jaipur,301.915,292.85754999999995,39.98323409755477,4.02104,25.155,2.53,5.0263,60.86
2022-11-01,Jaipur,265.48,257.5156,38.286261479532975,3.45408,22.445,2.48,4.3176,47.26
2022-12-01,Jaipur,251.585,244.03745,37.7134625301306,3.25096,16.585,2.42,4.0637,41.95
2023-01-01,Jaipur,247.36,239.9392,36.77799980968694,3.12576,13.775,2.6,3.9072,39.29
2023-02-01,Jaipur,328.69,318.8293,40.165260575014905,4.35344,19.78,2.83,5.4418,33.15
2023-03-01,Jaipur,315.40500000000003,305.94285,41.25918309682281,4.29448,23.965,2.35,5.3681,44.22
2023-04-01,Jaipur,394.63,382.7911,41.258228017497345,5.25488,28.35,3.31,6.5686,32.65
2023-05-01,Jaipur,415.5700000000001,403.1029,40.66433648547095,5.439520000000001,31.935,3.78,6.7994,36.98
2023-06-01,Jaipur,392.115,380.35155,37.74604745365914,4.8082400000000005,31.135,4.58,6.0103,58.29
2023-07-01,Jaipur,311.465,302.12105,38.46082605603192,3.98824,31.86,3.11,4.9853,79.38
2023-08-01,Jaipur,329.39,319.5083,36.200522252897,3.93904,29.055,4.16,4.9238,77.81
2023-09-01,Jaipur,314.44000000000005,305.00680000000006,38.218449481248115,3.997440000000001,29.03,3.23,4.9968,66.13
2023-10-01,Jaipur,307.58,298.3526,39.61576902865504,4.05408,27.05,2.71,5.0676,46.85
2023-11-01,Jaipur,220.23,213.6231,36.543720380719755,2.8164800000000003,22.955,2.21,3.5206,44.08
2023-12-01,Jaipur,218.915,212.34755,36.411553763655476,2.79224,17.23,2.22,3.4903,41.7
2024-01-01,Jaipur,222.85,216.1645,36.51841898269534,2.8424,15.735,2.26,3.553,41.57
2024-02-01,Jaipur,298.845,289.87965,38.37486131656805,3.83752,18.42,2.95,4.7969,34.81
2024-03-01,Jaipur,364.935,353.98695,40.57285737156681,4.824560000000001,22.975,3.17,6.0307,24.75
2024-04-01,Jaipur,382.65,371.1705,40.03955298844801,4.976800000000001,29.665,3.58,6.221,25.45
2024-05-01,Jaipur,426.77,413.9669,40.66831079329745,5.57392,33.31,3.92,6.9674,18.73
2024-06-01,Jaipur,374.8200000000001,363.57540000000006,38.927292516554644,4.75872,35.76,3.87,5.9484,37.66
2024-07-01,Jaipur,305.2,296.044,37.965865552072444,3.8688,32.120000000000005,3.17,4.836,74.23
2024-08-01,Jaipur,247.355,239.93435,34.15335630888866,2.88248,27.245,3.36,3.6031,88.18
2024-09-01,Jaipur,281.42,272.97739999999993,39.40617683630376,3.73152,27.15,2.41,4.6644,85.74
2024-10-01,Jaipur,289.77000000000004,281.0769,39.83027084089335,3.865120000000001,25.02,2.41,4.8314,71.01
2024-11-01,Jaipur,239.945,232.74665,39.48593978330415,3.25672,21.195,1.82,4.0709,56.74
2024-12-01,Jaipur,224.67,217.9299,35.08539053520563,2.74352,15.735,2.66,3.4294,56.56
2015-01-01,Kochi,331.0,321.07,42.442427040057446,4.5888,21.375,2.21,5.736,75.6
2015-02-01,Kochi,360.91,350.08269999999993,42.51922678177603,4.968160000000001,23.39,2.52,6.2102,62.6
2015-03-01,Kochi,371.22,360.0834,42.59884879141459,5.10432,25.8,2.61,6.3804,65.67
2015-04-01,Kochi,346.76,336.3572,42.46096275543191,4.786560000000001,26.035,2.38,5.9832,75.97
2015-05-01,Kochi,303.23,294.1331,39.02935664566086,3.94928,25.99,2.82,4.9366,85.23
2015-06-01,Kochi,307.95,298.7115,36.037775593315544,3.6952,23.645000000000003,3.85,4.619,89.65
2015-07-01,Kochi,319.27500000000003,309.69675,36.47356516176202,3.8636,22.880000000000003,3.89,4.8295,90.06
2015-08-01,Kochi,338.765,328.60205,39.22234932337931,4.37704,23.915,3.26,5.4713,89.54
2015-09-01,Kochi,330.83000000000004,320.9051,39.410422086895196,4.304480000000001,23.97,3.09,5.3806,89.58
2015-10-01,Kochi,287.255,278.63735,40.426109816372254,3.88568,23.455,2.22,4.8571,87.75
2015-11-01,Kochi,274.33,266.1001,39.376306180097835,3.64688,21.935,2.32,4.5586,90.2
2015-12-01,Kochi,286.785,278.18145000000004,41.313009957129026,3.95176,20.68,1.99,4.9397,87.37
2016-01-01,Kochi,318.79,309.2263,42.69066775226852,4.45744,21.625,2.01,5.5718,79.58
2016-02-01,Kochi,348.37500000000006,337.92375000000004,43.02413179864645,4.857200000000001,23.64,2.24,6.0715,68.44
2016-03-01,Kochi,376.195,364.90915,42.647078828992235,5.17112,27.255,2.65,6.4639,66.42
2016-04-01,Kochi,367.83,356.7951,40.77720919507609,4.88048,28.83,3.14,6.1006,71.82
2016-05-01,Kochi,325.37,315.6089,37.36311940764694,4.02832,27.950000000000003,3.68,5.0354,81.17
2016-06-01,Kochi,285.06,276.5082,33.06592305265307,3.12096,23.07,4.5,3.9012,90.4
2016-07-01,Kochi,308.605,299.34685,35.58932475943575,3.65128,22.595,4.02,4.5641,91.39
2016-08-01,Kochi,351.41,340.8677,36.94168551893497,4.26256,21.97,4.25,5.3282,90.75
2016-09-01,Kochi,352.72,342.1384,37.64225768170137,4.360320000000001,21.78,4.01,5.4504,89.41
2016-10-01,Kochi,334.61,324.5717,39.512030380607804,4.35856,23.065,3.11,5.4482,87.16
2016-11-01,Kochi,278.8,270.436,40.63192258365396,3.8016,21.465,2.06,4.752,82.02
2016-12-01,Kochi,294.37,285.5389,39.76296480402857,3.91312,22.885,2.49,4.8914,75.63
2017-01-01,Kochi,311.285,301.94645,41.93994740075666,4.30216,22.735,2.12,5.3777,66.92
2017-02-01,Kochi,368.195,357.14915,43.19955603112475,5.12312,24.08,2.4,6.4039,57.7
2017-03-01,Kochi,366.81,355.8057,42.57035290185411,5.04656,26.4,2.57,6.3082,71.64
2017-04-01,Kochi,376.81000000000006,365.5057000000001,40.54615338263019,4.963360000000001,28.635,3.33,6.2042,71.89
2017-05-01,Kochi,330.03,320.12909999999994,38.10758757020396,4.16048,27.38,3.5,5.2006,83.25
2017-06-01,Kochi,290.39,281.6783,34.31921753271311,3.32144,23.625,4.14,4.1518,90.74
2017-07-01,Kochi,325.35,315.5895,37.13023829087921,4.002400000000001,22.21,3.76,5.003,91.06
2017-08-01,Kochi,305.14,295.9858,36.57069167194002,3.72384,23.06,3.62,4.6548,91.92
2017-09-01,Kochi,327.53,317.7041,37.28847134686145,4.04368,23.86,3.74,5.0546,91.57
2017-10-01,Kochi,306.48,297.2856,39.39088590935264,4.02048,23.635,2.76,5.0256,90.84
2017-11-01,Kochi,282.03,273.5691,40.67537007764996,3.84368,22.39,2.09,4.8046,88.24
2017-12-01,Kochi,309.09000000000003,299.81730000000005,40.53618079380568,4.1550400000000005,20.92,2.47,5.1938,84.49
2018-01-01,Kochi,307.37,298.1489,42.43144595743741,4.29392,21.465,1.95,5.3674,77.65
2018-02-01,Kochi,364.175,353.24975,44.335889943998055,5.174,23.275,2.04,6.4675,63.89
2018-03-01,Kochi,368.565,357.50805,42.26934298532933,5.03944,25.47,2.68,6.2993,65.63
2018-04-01,Kochi,361.085,350.25244999999995,42.55989986044582,4.97416,27.59,2.51,6.2177,74.58
2018-05-01,Kochi,321.365,311.72405,37.35308202300476,3.98344,26.715000000000003,3.62,4.9793,87.0
2018-06-01,Kochi,279.135,270.76095,33.24238772127055,3.08696,22.48,4.31,3.8587,91.13
2018-07-01,Kochi,293.94500000000005,285.12665000000004,33.726616426788084,3.2855200000000004,21.815,4.43,4.1069,92.96
2018-08-01,Kochi,308.72,299.45840000000004,34.51267283166688,3.52512,22.065,4.42,4.4064,93.0
2018-09-01,Kochi,372.985,361.79545,40.134569197792835,4.873360000000001,23.715000000000003,3.42,6.0917,88.65
2018-10-01,Kochi,303.05,293.9585,41.10824742268041,4.132000000000001,23.380000000000003,2.24,5.165,88.12
2018-11-01,Kochi,290.225,281.51825,41.08042690522025,3.9748,21.895,2.09,4.9685,87.5
2018-12-01,Kochi,283.17,274.6749,41.6284444130826,3.93232,21.805,1.87,4.9154,84.05
2019-01-01,Kochi,333.235,323.23795,42.350188598676255,4.60856,21.35,2.26,5.7607,70.49
2019-02-01,Kochi,365.755,354.78235,42.56489093295844,5.0328800000000005,24.945,2.56,6.2911,64.86
2019-03-01,Kochi,396.555,384.65835,42.470076938894415,5.40728,26.775,2.93,6.7591,61.01
2019-04-01,Kochi,383.91,372.3927,41.50127127438771,5.1505600000000005,29.615,3.1,6.4382,66.29
2019-05-01,Kochi,358.04,347.2988,38.729469184305714,4.54464,28.315,3.7,5.6808,77.91
2019-06-01,Kochi,325.97,316.1909,36.3419670171871,3.91952,25.325,4.05,4.8994,87.41
2019-07-01,Kochi,317.51,307.9847,35.77593589154205,3.76496,23.155,4.11,4.7062,89.43
2019-08-01,Kochi,279.445,271.06165,34.31501365502878,3.21352,22.725,3.93,4.0169,92.46
2019-09-01,Kochi,309.29,300.0113,38.26028224210276,3.94384,23.075,3.14,4.9298,91.82
2019-10-01,Kochi,303.2,294.104,39.0963482566536,3.9552,23.065,2.8,4.944,90.35
2019-11-01,Kochi,305.7,296.529,42.47721209426411,4.276800000000001,23.55,1.92,5.346,88.57
2019-12-01,Kochi,284.785,276.24145000000004,41.62452351441735,3.95176,22.575000000000003,1.89,4.9397,86.54
2020-01-01,Kochi,338.17,328.02489999999995,43.70973745980209,4.78672,22.465,1.95,5.9834,78.25
2020-02-01,Kochi,361.535,350.68895000000003,43.26982918749162,5.0453600000000005,24.825,2.31,6.3067,65.64
2020-03-01,Kochi,383.81,372.2957,42.88494887013729,5.28976,27.635,2.66,6.6122,66.02
2020-04-01,Kochi,376.62,365.3214,42.79422592696961,5.190720000000001,28.105,2.61,6.4884,69.11
2020-05-01,Kochi,326.615,316.81655,38.01278828338128,4.11224,27.595,3.48,5.1403,82.18
2020-06-01,Kochi,307.595,298.36715000000004,35.6230427854059,3.64472,23.57,3.99,4.5559,88.93
2020-07-01,Kochi,305.81,296.6357,36.337775792085324,3.70576,23.685,3.71,4.6322,91.62
2020-08-01,Kochi,316.32,306.8304,36.47466883140844,3.83232,23.64,3.84,4.7904,92.17
2020-09-01,Kochi,285.725,277.15325,35.65857128594249,3.4228000000000005,23.165,3.59,4.2785,91.74
2020-10-01,Kochi,329.585,319.69744999999995,38.72659378466282,4.22056,23.23,3.29,5.2757,90.23
2020-11-01,Kochi,291.61,282.8616999999999,41.82971471850543,4.05136,22.1,1.92,5.0642,87.87
2020-12-01,Kochi,272.815,264.63055,40.48517208220056,3.71864,21.0,2.02,4.6483,86.78
2021-01-01,Kochi,286.49,277.8953,41.748758422905645,3.98224,21.405,1.88,4.9778,86.16
2021-02-01,Kochi,360.76,349.9372,44.25113093310568,5.12256,22.13,2.03,6.4032,75.31
2021-03-01,Kochi,376.705,365.40385,44.02158162406746,5.30728,24.200000000000003,2.25,6.6341,65.47
2021-04-01,Kochi,340.01,329.8097,42.26372784948589,4.68496,27.425,2.36,5.8562,77.68
2021-05-01,Kochi,305.885,296.70845,37.80764248704663,3.86056,25.865,3.23,4.8257,87.9
2021-06-01,Kochi,339.895,329.69815,37.196101519820694,4.1679200000000005,23.95,3.97,5.2099,91.39
2021-07-01,Kochi,310.33000000000004,301.0201,35.07156031318374,3.60848,23.035,4.24,4.5106,92.57
2021-08-01,Kochi,300.6,291.582,36.85810976506941,3.7056,22.84,3.45,4.632,91.3
2021-09-01,Kochi,317.395,307.87314999999995,37.37435706614917,3.942320000000001,23.43,3.55,4.9279,91.55
2021-10-01,Kochi,276.625,268.32625,37.254888757205194,3.4852,23.685,2.94,4.3565,91.94
2021-11-01,Kochi,246.02,238.6394,36.181965785820175,3.05952,22.64,2.74,3.8244,92.44
2021-12-01,Kochi,309.87,300.5739,42.942549252209005,4.36592,20.7,1.85,5.4574,86.16
2022-01-01,Kochi,334.57,324.5329,42.84788533256834,4.6683200000000005,23.045,2.14,5.8354,82.75
2022-02-01,Kochi,343.425,333.12225,43.533236994219656,4.8388,23.72,2.05,6.0485,71.64
2022-03-01,Kochi,362.08,351.21759999999995,43.114616674287454,5.038080000000001,24.735,2.36,6.2976,65.78
2022-04-01,Kochi,330.21,320.3037,42.4469365089159,4.57936,26.5,2.2,5.7242,82.33
2022-05-01,Kochi,295.655,286.78535,36.06041312959819,3.56888,25.065,3.63,4.4611,89.24
2022-06-01,Kochi,313.31,303.9107,38.22830341542456,3.98576,23.115,3.21,4.9822,90.19
2022-07-01,Kochi,292.945,284.15665,35.38872083808493,3.4679200000000003,23.83,3.81,4.3349,91.97
2022-08-01,Kochi,298.91,289.94269999999995,35.381668907785844,3.52816,23.58,3.92,4.4102,92.33
2022-09-01,Kochi,346.49,336.0953,39.42834644235671,4.48784,23.43,3.3,5.6098,90.64
2022-10-01,Kochi,309.605,300.31685,40.41587472325494,4.150480000000001,22.345,2.51,5.1881,88.79
2022-11-01,Kochi,271.58,263.4326,41.170442417774325,3.75648,21.32,1.84,4.6956,88.62
2022-12-01,Kochi,277.47,269.1459,40.93009122127946,3.80912,21.45,1.97,4.7614,86.28
2023-01-01,Kochi,321.14,311.5058,43.57962502578355,4.55904,20.225,1.81,5.6988,78.63
2023-02-01,Kochi,346.19,335.8043,44.4001826334096,4.94704,22.915,1.85,6.1838,62.23
2023-03-01,Kochi,380.95,369.5215,43.44776459854014,5.308,24.545,2.46,6.635,65.59
2023-04-01,Kochi,376.25,364.9625,43.31683168316832,5.236000000000001,27.725,2.45,6.545,70.14
2023-05-01,Kochi,338.99499999999995,328.82514999999995,40.805800046223176,4.53752,25.685,2.77,5.6719,84.25
2023-06-01,Kochi,291.855,283.09935,37.007004392327126,3.62648,24.44,3.26,4.5331,87.09
2023-07-01,Kochi,294.83,285.9851,35.92823857432538,3.54608,22.75,3.66,4.4326,90.49
2023-08-01,Kochi,366.815,355.81055,40.25166135559593,4.813040000000001,23.855,3.3,6.0163,88.31
2023-09-01,Kochi,276.15000000000003,267.86550000000005,36.89083039435717,3.4456000000000007,23.425,3.04,4.307,90.16
2023-10-01,Kochi,300.53,291.5141,41.066782544055265,4.09808,24.015,2.22,5.1226,89.12
2023-11-01,Kochi,281.53,273.0841,41.547620453123336,3.90608,22.69,1.87,4.8826,89.45
2023-12-01,Kochi,291.07,282.3379,40.69133469031695,3.95312,22.58,2.2,4.9414,88.28
2024-01-01,Kochi,309.77000000000004,300.47690000000006,42.77693081010617,4.35152,21.72,1.89,5.4394,83.5
2024-02-01,Kochi,374.755,363.51235,44.12994225207487,5.29208,23.96,2.2,6.6151,71.28
2024-03-01,Kochi,393.855,382.03935,42.75233161971586,5.402480000000001,26.645,2.81,6.7531,61.82
2024-04-01,Kochi,379.26,367.8822,42.30281884943828,5.17536,29.33,2.79,6.4692,67.4
2024-05-01,Kochi,290.33,281.6201,35.63345639494923,3.46768,28.58,3.68,4.3346,82.53
2024-06-01,Kochi,273.985,265.76545,36.01577945568502,3.3373600000000003,23.595,3.27,4.1717,91.0
2024-07-01,Kochi,270.635,262.51595,34.25516672235892,3.12056,22.54,3.78,3.9007,92.35
2024-08-01,Kochi,315.74,306.2678,36.59039707777459,3.83904,23.84,3.79,4.7988,92.63
2024-09-01,Kochi,344.59000000000003,334.25230000000005,38.105548576584866,4.323040000000001,24.07,3.72,5.4038,90.75
2024-10-01,Kochi,292.135,283.37095,40.1716958922796,3.92216,23.29,2.35,4.9027,90.12
2024-11-01,Kochi,268.045,260.00365,40.90092042139187,3.69352,22.69,1.86,4.6169,88.54
2024-12-01,Kochi,289.45,280.7665,39.628970427163196,3.844,22.225,2.46,4.805,88.03
2015-01-01,Kolkata,241.63,234.3811,35.26580342339397,2.93168,17.71,2.92,3.6646,66.43
2015-02-01,Kolkata,282.4,273.928,38.541325472213124,3.6672,21.005000000000003,2.66,4.584,59.64
2015-03-01,Kolkata,344.95000000000005,334.60150000000004,39.88968037374532,4.517600000000001,25.985,3.13,5.647,50.1
2015-04-01,Kolkata,345.18000000000006,334.82460000000003,38.13098730955495,4.33248,31.450000000000003,3.72,5.4156,67.09
2015-05-01,Kolkata,369.35,358.26949999999994,37.76893815445027,4.5592,33.765,4.22,5.699,69.76
2015-06-01,Kolkata,326.73,316.92810000000003,33.65131091079874,3.5892800000000005,31.36,5.12,4.4866,76.88
2015-07-01,Kolkata,251.65,244.1005,32.74475615468693,2.7752,29.605000000000004,3.91,3.469,89.67
2015-08-01,Kolkata,291.73,282.9781,36.006803191279275,3.52208,28.5,3.58,4.4026,89.03
2015-09-01,Kolkata,270.04,261.9388,38.53838425355072,3.5270400000000004,28.03,2.48,4.4088,86.38
2015-10-01,Kolkata,259.365,251.58405,41.30910515653071,3.61864,25.475,1.66,4.5233,79.01
2015-11-01,Kolkata,237.99,230.8503,39.500152696081685,3.23504,22.965,1.79,4.0438,73.63
2015-12-01,Kolkata,178.11,172.7667,33.790808505471496,2.18096,18.48,2.09,2.7262,67.2
2016-01-01,Kolkata,209.03,202.7591,35.87340051622823,2.6468800000000003,19.265,2.18,3.3086,58.33
2016-02-01,Kolkata,240.115,232.91155,37.52359728959345,3.10904,25.04,2.29,3.8863,59.64
2016-03-01,Kolkata,304.67999999999995,295.53959999999995,38.59405559327529,3.92448,28.575,2.97,4.9056,62.32
2016-04-01,Kolkata,385.29,373.7313,37.582521771701465,4.7118400000000005,34.37,4.54,5.8898,55.21
2016-05-01,Kolkata,358.44000000000005,347.68680000000006,38.26772460562166,4.49664,34.785,3.87,5.6208,64.11
2016-06-01,Kolkata,338.92999999999995,328.7620999999999,38.119370889230794,4.26128,33.215,3.63,5.3266,78.82
2016-07-01,Kolkata,278.21500000000003,269.86855,33.217956310355035,3.0754400000000004,29.11,4.3,3.8443,86.3
2016-08-01,Kolkata,280.45,272.0365,36.339017311081165,3.4376,28.895,3.28,4.297,88.58
2016-09-01,Kolkata,274.83000000000004,266.5851,38.24690217209784,3.5556800000000006,28.36,2.63,4.4446,89.38
2016-10-01,Kolkata,269.91,261.8127,39.92656978533053,3.64016,25.44,2.12,4.5502,83.15
2016-11-01,Kolkata,239.015,231.84455,37.7361916309853,3.11384,21.085,2.22,3.8923,79.25
2016-12-01,Kolkata,231.665,224.71505,36.00726782139438,2.8938400000000004,18.145,2.54,3.6173,76.55
2017-01-01,Kolkata,258.19,250.4443,36.70057313106962,3.23504,16.759999999999998,2.8,4.0438,65.98
2017-02-01,Kolkata,279.975,271.57575,38.413780802370894,3.6284,22.67,2.66,4.5355,56.34
2017-03-01,Kolkata,321.59,311.9423,38.5200463788114,4.10864,26.625,3.24,5.1358,60.85
2017-04-01,Kolkata,374.21,362.9837,36.28681917971871,4.42256,31.65,4.89,5.5282,63.64
2017-05-01,Kolkata,378.395,367.04315,38.984393673400426,4.80632,33.395,3.9,6.0079,65.3
2017-06-01,Kolkata,324.295,314.56615,36.153611180478755,3.87992,32.24,4.09,4.8499,78.03
2017-07-01,Kolkata,261.65,253.8005,32.56135198367265,2.8456,29.840000000000003,4.19,3.557,88.49
2017-08-01,Kolkata,271.65,263.5005,35.91733657711021,3.3032,28.915,3.26,4.129,89.71
2017-09-01,Kolkata,266.565,258.56805,37.828667279724804,3.42664,29.25,2.62,4.2833,89.25
2017-10-01,Kolkata,243.33,236.0301,36.90575859056494,3.09328,26.595,2.5,3.8666,85.71
2017-11-01,Kolkata,251.645,244.09565,38.30259729190006,3.29992,20.35,2.27,4.1249,78.83
2017-12-01,Kolkata,221.4,214.758,35.62234521817479,2.7552000000000003,18.4,2.46,3.444,78.67
2018-01-01,Kolkata,244.35,237.0195,37.50921036473044,3.1544000000000003,15.715,2.36,3.943,65.05
2018-02-01,Kolkata,275.035,266.78394999999995,39.07102350213656,3.62936,22.605,2.41,4.5367,62.95
2018-03-01,Kolkata,320.705,311.08385,39.37891081620023,4.184080000000001,26.91,2.96,5.2301,55.07
2018-04-01,Kolkata,360.36,349.5492,39.02466493974547,4.60416,29.835,3.63,5.7552,67.35
2018-05-01,Kolkata,361.77,350.91690000000006,37.01532303612209,4.38352,32.75,4.39,5.4794,69.33
2018-06-01,Kolkata,300.36,291.3492,36.12284364566998,3.62496,32.645,3.69,4.5312,79.95
2018-07-01,Kolkata,284.79999999999995,276.256,34.3811869235598,3.2736,29.8,4.01,4.092,85.95
2018-08-01,Kolkata,279.6,271.212,36.228879444386855,3.4176,29.105,3.3,4.272,88.4
2018-09-01,Kolkata,277.77500000000003,269.44175,37.94118450527236,3.5612000000000004,28.23,2.76,4.4515,87.46
2018-10-01,Kolkata,263.935,256.01695,39.04502526716925,3.49976,24.83,2.26,4.3747,76.97
2018-11-01,Kolkata,235.89,228.8133,38.7121232013444,3.15344,22.095,1.94,3.9418,73.81
2018-12-01,Kolkata,227.955,221.11635,34.332226854306235,2.7096800000000005,16.435000000000002,2.93,3.3871,67.56
2019-01-01,Kolkata,246.74,239.3378,36.4447936853051,3.09024,18.92,2.68,3.8628,56.33
2019-02-01,Kolkata,278.03000000000003,269.6891,37.7795110391234,3.5492800000000004,22.875,2.81,4.4366,55.32
2019-03-01,Kolkata,317.555,308.02835,39.40044766045302,4.14968,25.195,2.91,5.1871,66.68
2019-04-01,Kolkata,377.0750000000001,365.76275,38.85128173425652,4.7756,31.63,3.93,5.9695,62.81
2019-05-01,Kolkata,400.185,388.17945,36.78928382314006,4.76776,32.955,5.11,5.9597,66.7
2019-06-01,Kolkata,326.475,316.68075,36.146479185119574,3.9020000000000006,34.645,4.13,4.8775,73.44
2019-07-01,Kolkata,327.63,317.8011,34.73865689492836,3.74128,31.025,4.69,4.6766,78.64
2019-08-01,Kolkata,269.95,261.8515,35.28020283339432,3.2216000000000005,30.05,3.43,4.027,86.01
2019-09-01,Kolkata,259.985,252.18545,36.14436893851766,3.2029600000000005,28.21,2.99,4.0037,89.15
2019-10-01,Kolkata,246.31,238.9207,38.881066336646164,3.2849600000000003,24.93,2.05,4.1062,85.2
2019-11-01,Kolkata,240.91,233.6827,36.33985784449781,3.0193600000000003,21.85,2.61,3.7742,82.66
2019-12-01,Kolkata,209.17,202.8949,35.185845590709064,2.59472,16.17,2.35,3.2434,79.25
2020-01-01,Kolkata,217.935,211.39695,36.138434904884456,2.76056,16.555,2.27,3.4507,74.68
2020-02-01,Kolkata,252.665,245.08505,38.244099875276994,3.30664,19.095,2.3,4.1333,66.58
2020-03-01,Kolkata,320.395,310.78315,40.51571083167255,4.28792,26.51,2.62,5.3599,64.97
2020-04-01,Kolkata,339.275,329.09675,39.30615413133138,4.3916,30.87,3.24,5.4895,60.24
2020-05-01,Kolkata,351.645,341.09565,37.29825878878904,4.30792,31.85,4.12,5.3849,72.88
2020-06-01,Kolkata,303.72,294.6084,35.68340319942854,3.611520000000001,30.12,3.9,4.5144,85.31
2020-07-01,Kolkata,309.14,299.8658,35.42161275242225,3.63744,29.200000000000003,4.09,4.5468,87.44
2020-08-01,Kolkata,267.88,259.8436,34.21515132936872,3.0892800000000005,29.48,3.74,3.8616,89.43
2020-09-01,Kolkata,267.52,259.4944,37.30727179418524,3.3907200000000004,28.815,2.78,4.2384,89.31
