date,city,energy_generated,predicted_energy,energy_efficiency_index,sunshine_hours,temperature,wind_speed,allsky_sfc_sw_dwn,rh2m
2020-10-01,Kolkata,252.18,244.6146,39.26765160197319,3.38208,25.43,2.04,4.2276,86.68
2020-11-01,Kolkata,254.97,247.3209,37.72236622518908,3.28912,20.705,2.47,4.1114,79.92
2020-12-01,Kolkata,208.48,202.2256,35.95921127071518,2.6476800000000003,16.775,2.15,3.3096,73.36
2021-01-01,Kolkata,215.42,208.9574,35.63771357482232,2.69472,18.86,2.35,3.3684,66.14
2021-02-01,Kolkata,274.11499999999995,265.89154999999994,39.28815084907066,3.63704,22.44,2.34,4.5463,51.52
2021-03-01,Kolkata,309.97,300.6709,40.04200942499277,4.12112,30.585,2.62,5.1514,47.94
2021-04-01,Kolkata,368.6,357.54200000000003,38.325569788720685,4.6176,32.455,4.0,5.772,54.73
2021-05-01,Kolkata,365.21,354.2537,37.10669202695343,4.43216,32.395,4.41,5.5402,70.22
2021-06-01,Kolkata,293.755,284.94235,34.46987120515179,3.37208,30.0,4.15,4.2151,86.25
2021-07-01,Kolkata,281.21,272.7737,34.44107503282318,3.24496,29.625,3.92,4.0562,88.15
2021-08-01,Kolkata,271.87,263.7139,34.83404913949508,3.19472,28.875,3.61,3.9934,90.73
2021-09-01,Kolkata,246.43,239.0371,35.29059643012626,2.98288,28.455,3.0,3.7286,90.25
2021-10-01,Kolkata,255.955,248.27635,38.35750080924579,3.35288,26.095,2.32,4.1911,86.63
2021-11-01,Kolkata,234.39,227.3583,38.27500391910958,3.10384,21.0,2.02,3.8798,82.88
2021-12-01,Kolkata,203.885,197.76845,34.51138841117446,2.48776,16.625,2.42,3.1097,82.3
2022-01-01,Kolkata,222.36,215.6892,35.92384842061728,2.78976,16.55,2.4,3.4872,78.66
2022-02-01,Kolkata,262.45000000000005,254.57650000000004,38.53438656251836,3.4408000000000003,19.785,2.37,4.301,70.49
2022-03-01,Kolkata,341.55,331.3035,39.71511627906977,4.46,26.27,3.14,5.575,64.22
2022-04-01,Kolkata,387.99,376.3503,36.458920637784445,4.59184,33.59,5.05,5.7398,61.03
2022-05-01,Kolkata,358.54999999999995,347.79349999999994,37.0617299264037,4.3544,32.120000000000005,4.32,5.443,71.13
2022-06-01,Kolkata,323.11,313.4167,33.73967270084456,3.56656,31.14,5.01,4.4582,78.37
2022-07-01,Kolkata,317.63500000000005,308.10595000000006,36.00258881775812,3.79256,29.635,4.03,4.7407,84.03
2022-08-01,Kolkata,285.985,277.40545000000003,35.2834420679649,3.3853600000000004,29.385,3.72,4.2317,87.3
2022-09-01,Kolkata,271.185,263.04945,36.81897422529244,3.3853600000000004,28.615,2.98,4.2317,89.22
2022-10-01,Kolkata,277.26000000000005,268.9422,38.558888320242104,3.61056,24.57,2.58,4.5132,86.07
2022-11-01,Kolkata,261.25,253.4125,37.6744923857868,3.3544,20.725,2.58,4.193,77.16
2022-12-01,Kolkata,226.275,219.48675,35.30692173261765,2.7788000000000004,19.085,2.63,3.4735,71.93
2023-01-01,Kolkata,214.005,207.58485,34.14857153799019,2.55688,18.95,2.71,3.1961,63.59
2023-02-01,Kolkata,282.62,274.1414,38.37484656578933,3.65472,22.86,2.71,4.5684,52.11
2023-03-01,Kolkata,283.155,274.66035,37.9478884111889,3.62168,27.87,2.84,4.5271,53.75
2023-04-01,Kolkata,342.125,331.86125,40.70396897158901,4.5652,32.870000000000005,2.84,5.7065,49.63
2023-05-01,Kolkata,365.71,354.7387,39.069243720461166,4.67056,33.205,3.69,5.8382,61.15
2023-06-01,Kolkata,312.35,302.97950000000003,34.82473353253356,3.5992,35.54,4.37,4.499,69.91
2023-07-01,Kolkata,311.78000000000003,302.4266,36.312263570802976,3.766080000000001,30.265,3.82,4.7076,84.29
2023-08-01,Kolkata,258.485,250.73045,34.29929831638395,3.00616,29.2,3.53,3.7577,85.99
2023-09-01,Kolkata,241.55,234.3035,35.2957507744462,2.9336,29.200000000000003,2.91,3.667,89.58
2023-10-01,Kolkata,258.225,250.47824999999995,37.463004874651816,3.3028,25.315,2.59,4.1285,82.74
2023-11-01,Kolkata,239.01,231.8397,36.40692403304818,3.0049600000000005,21.895,2.56,3.7562,80.9
2023-12-01,Kolkata,218.645,212.08565,34.11466784831615,2.59912,18.87,2.81,3.2489,79.05
2024-01-01,Kolkata,205.71,199.5387,33.98727150164559,2.46256,16.97,2.59,3.0782,71.52
2024-02-01,Kolkata,239.465,232.28105,36.855284542835335,3.04744,21.39,2.45,3.8093,61.85
2024-03-01,Kolkata,289.95,281.2515,39.39752160443502,3.8296,27.6,2.53,4.787,56.18
2024-04-01,Kolkata,346.2900000000001,335.90130000000005,39.66557620409062,4.5102400000000005,35.06,3.22,5.6378,45.32
2024-05-01,Kolkata,343.19500000000005,332.89915,37.17643464998181,4.20152,35.3,4.03,5.2519,66.91
2024-06-01,Kolkata,330.35,320.43949999999995,35.97643317651159,3.9224,32.585,4.26,4.903,79.28
2024-07-01,Kolkata,305.55,296.3835,34.564479638009054,3.5,30.24,4.34,4.375,85.04
2024-08-01,Kolkata,239.115,231.94155,33.756903425454304,2.76344,28.855,3.32,3.4543,90.18
2024-09-01,Kolkata,273.99,265.7703,35.951786107932776,3.33104,28.675,3.29,4.1638,90.2
2024-10-01,Kolkata,234.33,227.3001,36.33428847871391,2.94928,27.175,2.5,3.6866,88.14
2024-11-01,Kolkata,232.15,225.1855,38.00504223691966,3.0584,22.535,2.05,3.823,79.45
2024-12-01,Kolkata,218.78500000000005,212.22145,35.44018168388042,2.71336,17.560000000000002,2.46,3.3917,78.61
2015-01-01,Lucknow,176.08499999999998,170.80244999999996,30.02731849062781,1.85416,14.885,3.01,2.3177,52.1
2015-02-01,Lucknow,271.67,263.5199,37.50317507647793,3.45392,19.915,2.79,4.3174,43.43
2015-03-01,Lucknow,343.25,332.9525,39.108786801567774,4.4168,23.94,3.36,5.521,48.25
2015-04-01,Lucknow,369.495,358.41015,40.74928977272727,4.89752,29.96,3.17,6.1219,41.46
2015-05-01,Lucknow,409.86,397.5642,42.52294948623031,5.57856,34.835,3.06,6.9732,22.94
2015-06-01,Lucknow,387.57,375.9429,39.55312530616244,4.97872,36.35,3.82,6.2234,33.89
2015-07-01,Lucknow,351.07000000000005,340.53790000000004,38.04267732371657,4.38832,32.96,3.84,5.4854,71.06
2015-08-01,Lucknow,313.455,304.05135,40.37869965785893,4.192880000000001,30.31,2.57,5.2411,75.65
2015-09-01,Lucknow,341.78000000000003,331.52660000000003,40.23364662008174,4.514880000000001,29.22,2.98,5.6436,59.32
2015-10-01,Lucknow,280.345,271.93465000000003,40.07722526561375,3.77512,27.590000000000003,2.22,4.7189,42.11
2015-11-01,Lucknow,223.91000000000005,217.19270000000003,35.95122797102194,2.8081600000000004,23.78,2.42,3.5102,36.58
2015-12-01,Lucknow,203.15,197.0555,33.98521145610278,2.4376,19.155,2.54,3.047,32.23
2016-01-01,Lucknow,209.575,203.28775,34.390383984246796,2.5340000000000003,17.48,2.56,3.1675,30.74
2016-02-01,Lucknow,276.46000000000004,268.1662,37.382899547824586,3.49536,22.68,2.9,4.3692,24.15
2016-03-01,Lucknow,347.135,336.72095,39.45540885821581,4.49816,27.62,3.3,5.6227,26.15
2016-04-01,Lucknow,418.43,405.8771,39.30366858036009,5.306080000000001,34.17,4.34,6.6326,15.22
2016-05-01,Lucknow,382.395,370.92315,41.59940036900369,5.142320000000001,36.345,3.05,6.4279,30.17
2016-06-01,Lucknow,359.68999999999994,348.8992999999999,39.87941601695892,4.68944,36.01,3.33,5.8618,46.16
2016-07-01,Lucknow,279.01,270.6397,36.6493453269162,3.4529600000000005,30.545,3.16,4.3162,82.38
2016-08-01,Lucknow,308.85,299.5845,38.23915412044374,3.9368,29.245,3.14,4.921,85.27
2016-09-01,Lucknow,286.065,277.48305,39.09145321570299,3.75784,28.305,2.56,4.6973,83.95
2016-10-01,Lucknow,277.35,269.02950000000004,41.33875871937042,3.8392,23.625,1.87,4.799,63.64
2016-11-01,Lucknow,231.41000000000005,224.4677,37.251133261216715,2.99216,19.77,2.22,3.7402,53.31
2016-12-01,Lucknow,177.155,171.84035,32.40750903689394,2.06648,16.915,2.4,2.5831,46.89
2017-01-01,Lucknow,213.21,206.8137,33.014047344754545,2.44816,15.475,3.01,3.0602,47.59
2017-02-01,Lucknow,301.63,292.5811,37.91951202341322,3.82448,20.745,3.13,4.7806,36.95
2017-03-01,Lucknow,368.73,357.6681,39.41747697359982,4.74448,26.685,3.61,5.9306,28.67
2017-04-01,Lucknow,412.17,399.8049,40.98616591357475,5.43632,32.415,3.62,6.7954,17.99
2017-05-01,Lucknow,395.885,384.00845,41.62758565576184,5.31016,35.985,3.2,6.6377,28.09
2017-06-01,Lucknow,366.94000000000005,355.93180000000007,40.467871857988584,4.837440000000001,37.425,3.23,6.0468,39.24
2017-07-01,Lucknow,265.65500000000003,257.68535,35.25482795596182,3.1752800000000003,30.94,3.36,3.9691,83.38
2017-08-01,Lucknow,272.14000000000004,263.97580000000005,36.838201054763225,3.3974400000000005,28.92,2.99,4.2468,86.42
2017-09-01,Lucknow,299.46,290.47619999999995,40.01036801094519,3.99456,27.9,2.49,4.9932,81.86
2017-10-01,Lucknow,265.285,257.32645,42.62455493142409,3.783760000000001,24.9,1.44,4.7297,62.54
2017-11-01,Lucknow,222.29,215.6213,36.93359297116957,2.86864,19.095,2.15,3.5858,56.87
2017-12-01,Lucknow,185.57,180.00289999999998,33.913142005000076,2.26192,16.985,2.21,2.8274,47.82
2018-01-01,Lucknow,222.525,215.84925,33.888432017543856,2.6164000000000005,16.89,2.95,3.2705,40.13
2018-02-01,Lucknow,281.71,273.2587,36.99234179342802,3.51536,21.115,3.1,4.3942,34.99
2018-03-01,Lucknow,370.37,359.2589,39.59685765358924,4.78352,27.705,3.57,5.9794,20.78
2018-04-01,Lucknow,384.74,373.1978,40.20338898038003,5.01984,32.129999999999995,3.55,6.2748,29.02
2018-05-01,Lucknow,389.4500000000001,377.7665,40.69317896848617,5.130400000000001,35.745,3.44,6.413,27.26
2018-06-01,Lucknow,376.15,364.8655,38.304480651731154,4.7,37.245,4.12,5.875,40.53
2018-07-01,Lucknow,287.11,278.49670000000003,34.73317719473129,3.3361600000000005,33.155,3.93,4.1702,75.59
2018-08-01,Lucknow,235.345,228.28465,35.760630409413594,2.9111200000000004,28.4,2.67,3.6389,89.14
2018-09-01,Lucknow,292.665,283.88505,37.37052189635622,3.67144,25.72,3.16,4.5893,86.9
2018-10-01,Lucknow,292.065,283.30305,41.810537346251635,4.05544,24.055,1.93,5.0693,69.63
2018-11-01,Lucknow,226.355,219.56435,37.04130992590265,2.9208800000000004,20.725,2.19,3.6511,61.09
2018-12-01,Lucknow,212.025,205.66425,34.91847826086956,2.6020000000000003,14.645,2.47,3.2525,51.82
2019-01-01,Lucknow,220.595,213.97715,34.654670788875066,2.6655200000000003,15.53,2.7,3.3319,50.75
2019-02-01,Lucknow,255.0,247.35,35.71228502604896,3.1104000000000003,19.41,3.03,3.888,50.53
2019-03-01,Lucknow,352.425,341.85225,40.01192098092643,4.618,23.625,3.19,5.7725,38.65
2019-04-01,Lucknow,394.115,382.2915499999999,41.26927780989001,5.24984,31.39,3.3,6.5623,26.61
2019-05-01,Lucknow,442.725,429.44325,40.596115757042256,5.7556,35.9,4.15,7.1945,18.59
2019-06-01,Lucknow,372.13,360.9661,39.29533858214503,4.77008,37.81,3.7,5.9626,35.11
2019-07-01,Lucknow,295.675,286.80475,36.66968449250918,3.6332,33.43,3.43,4.5415,78.7
2019-08-01,Lucknow,292.92,284.1324,37.8101797829387,3.71712,29.615,3.03,4.6464,85.83
2019-09-01,Lucknow,247.205,239.78885,35.373214203947065,2.9984800000000003,27.475,2.99,3.7481,88.28
2019-10-01,Lucknow,241.48,234.2356,38.92779303852155,3.23328,22.65,1.97,4.0416,82.18
2019-11-01,Lucknow,202.725,196.64325,35.071102345858414,2.5204000000000004,20.365,2.26,3.1505,76.13
2019-12-01,Lucknow,156.31,151.6207,30.452214706524114,1.73296,12.85,2.4,2.1662,74.63
2020-01-01,Lucknow,191.71,185.9587,32.43736210187203,2.20016,12.85,2.71,2.7502,75.57
2020-02-01,Lucknow,269.85,261.7545,37.86624382577459,3.4664,15.97,2.66,4.333,60.94
2020-03-01,Lucknow,318.985,309.41545,38.68473009158646,4.09576,23.545,3.15,5.1197,56.39
2020-04-01,Lucknow,384.605,373.06684999999993,41.044322169195176,5.11048,28.595,3.26,6.3881,37.2
2020-05-01,Lucknow,405.13,392.9761,41.88827587347803,5.4516800000000005,35.275000000000006,3.22,6.8146,35.2
2020-06-01,Lucknow,318.66,309.10020000000003,38.57420929286669,4.08096,32.53,3.18,5.1012,59.05
2020-07-01,Lucknow,291.79,283.0363,37.32551832825069,3.65744,30.895,3.16,4.5718,82.93
2020-08-01,Lucknow,298.775,289.81175,36.85849987663459,3.686,29.395,3.42,4.6075,85.57
2020-09-01,Lucknow,285.57,277.0029,39.46997423677838,3.78512,28.11,2.45,4.7314,78.36
2020-10-01,Lucknow,275.46500000000003,267.20105,40.339657677077724,3.73864,25.93,2.09,4.6733,54.49
2020-11-01,Lucknow,229.875,222.97875,35.326253995574135,2.8172,20.88,2.69,3.5215,42.91
2020-12-01,Lucknow,218.0,211.46,32.44820195284591,2.4384,17.205,3.28,3.048,41.3
2021-01-01,Lucknow,193.455,187.65135,31.151772601963263,2.10008,17.665,3.11,2.6251,41.16
2021-02-01,Lucknow,289.06,280.3882,38.04943029843517,3.69696,21.655,2.9,4.6212,28.84
2021-03-01,Lucknow,362.015,351.15455,39.09179063218093,4.63064,27.475,3.63,5.7883,19.69
2021-04-01,Lucknow,409.43,397.1471,40.97545255842627,5.402080000000001,30.38,3.59,6.7526,16.42
2021-05-01,Lucknow,346.73,336.3281,39.53014839339298,4.50128,32.205,3.27,5.6266,42.58
2021-06-01,Lucknow,315.54999999999995,306.0835,39.814020389623494,4.1656,33.335,2.76,5.207,67.05
2021-07-01,Lucknow,295.70000000000005,286.82900000000006,37.72068578426371,3.7392,33.235,3.1,4.674,77.03
2021-08-01,Lucknow,278.87,270.5039,36.38168743607406,3.42512,29.23,3.24,4.2814,87.41
2021-09-01,Lucknow,286.365,277.77405,37.33844974339717,3.59944,28.520000000000003,3.07,4.4993,87.66
2021-10-01,Lucknow,281.045,272.61365,39.014953800364275,3.69352,22.42,2.51,4.6169,81.06
2021-11-01,Lucknow,220.055,213.45335,36.00329184172982,2.7720800000000003,17.53,2.34,3.4651,73.72
2021-12-01,Lucknow,187.925,182.28725,33.12737977718234,2.2228000000000003,13.825,2.45,2.7785,70.07
2022-01-01,Lucknow,181.325,175.88524999999998,31.642642747452186,2.0404,13.535,2.69,2.5505,75.19
2022-02-01,Lucknow,295.53,286.6641,36.81754305533407,3.64688,16.71,3.38,4.5586,64.4
2022-03-01,Lucknow,353.16,342.56519999999995,40.54202981072121,4.680960000000001,25.28,3.03,5.8512,41.84
2022-04-01,Lucknow,406.24,394.0528,41.89665272311742,5.46624,32.705,3.23,6.8328,18.89
2022-05-01,Lucknow,370.105,359.00185,41.774082133891966,5.00968,34.955,2.85,6.2621,33.85
2022-06-01,Lucknow,358.43,347.6771,39.85885984733911,4.67248,36.645,3.32,5.8406,35.06
2022-07-01,Lucknow,341.77000000000004,331.5169,36.54699984601434,4.1115200000000005,33.425,4.24,5.1394,61.43
2022-08-01,Lucknow,307.375,298.15375,35.752919555204016,3.657200000000001,30.445,3.94,4.5715,76.91
2022-09-01,Lucknow,278.26,269.9122,36.57581206557514,3.4377600000000004,29.44,3.17,4.2972,81.81
2022-10-01,Lucknow,255.93,248.2521,38.43439136911913,3.35888,23.755000000000003,2.3,4.1986,81.3
2022-11-01,Lucknow,230.85,223.9245,36.931272797081974,2.9608000000000003,18.31,2.29,3.701,76.73
2022-12-01,Lucknow,212.55,206.1735,34.26678274327723,2.5528,15.34,2.65,3.191,71.01
2023-01-01,Lucknow,179.45,174.0665,31.898819681456196,2.0456,14.73,2.58,2.557,61.4
2023-02-01,Lucknow,310.3,300.991,38.79719929982495,4.008,19.595,2.99,5.01,44.45
2023-03-01,Lucknow,311.49,302.1453,39.25302188662506,4.065440000000001,25.475,2.87,5.0818,43.55
2023-04-01,Lucknow,372.805,361.62085,40.75404911409231,4.93768,30.06,3.21,6.1721,34.19
2023-05-01,Lucknow,400.55000000000007,388.53350000000006,42.60626303025146,5.4712000000000005,32.629999999999995,2.93,6.839,34.07
2023-06-01,Lucknow,385.03,373.4791,38.05215803164111,4.76848,36.055,4.35,5.9606,40.53
2023-07-01,Lucknow,307.58500000000004,298.35745000000003,37.85866557696663,3.88456,30.495,3.24,4.8557,76.86
2023-08-01,Lucknow,284.87,276.3239,36.13487376197435,3.46352,29.55,3.42,4.3294,84.35
2023-09-01,Lucknow,279.6,271.21199999999993,38.68289983397897,3.648,28.51,2.58,4.56,84.6
2023-10-01,Lucknow,273.22,265.02340000000004,41.9878533053025,3.837120000000001,25.005,1.67,4.7964,65.32
2023-11-01,Lucknow,190.21,184.5037,35.78766350076012,2.44496,21.945,1.87,3.0562,55.44
2023-12-01,Lucknow,177.83,172.4951,32.58821890897363,2.0868800000000003,18.715,2.37,2.6086,56.53
2024-01-01,Lucknow,143.10500000000002,138.81185000000002,29.860322839114616,1.58248,14.74,2.21,1.9781,51.75
2024-02-01,Lucknow,262.775,254.89175,36.58188551063592,3.2732,17.235,2.91,4.0915,41.72
2024-03-01,Lucknow,343.98999999999995,333.67029999999994,40.03868967251124,4.52144,25.04,3.07,5.6518,34.68
2024-04-01,Lucknow,408.14,395.8958,38.588814595183344,5.096640000000001,31.835,4.48,6.3708,19.59
2024-05-01,Lucknow,390.78,379.0566,40.79940864975026,5.158080000000001,35.09,3.42,6.4476,24.89
2024-06-01,Lucknow,368.59,357.5323,39.2407569860237,4.72304,38.315,3.67,5.9038,32.79
2024-07-01,Lucknow,282.595,274.11715,36.5510274823062,3.48152,30.33,3.25,4.3519,85.8
2024-08-01,Lucknow,269.6,261.512,37.24785852445427,3.408,28.85,2.83,4.26,86.26
2024-09-01,Lucknow,270.92499999999995,262.79725,37.14761695826249,3.4132,28.450000000000003,2.88,4.2665,87.72
2024-10-01,Lucknow,272.07,263.9079,39.80238518795936,3.65552,25.115,2.18,4.5694,80.38
2024-11-01,Lucknow,209.925,203.62725,35.6070628943619,2.6356,20.62,2.26,3.2945,67.8
2024-12-01,Lucknow,194.885,189.03845,32.88110599700352,2.26696,15.81,2.66,2.8337,59.0
2015-01-01,Mumbai,300.81,291.7857,37.943883265891,3.81776,24.565,3.11,4.7722,53.44
2015-02-01,Mumbai,348.39500000000004,337.94315,40.158399727048064,4.585520000000001,27.765,3.09,5.7319,43.43
2015-03-01,Mumbai,381.87,370.4139,41.58028380038154,5.13392,28.78,3.05,6.4174,50.36
2015-04-01,Mumbai,404.795,392.65115,42.99596801604296,5.56472,31.51,2.85,6.9559,56.22
2015-05-01,Mumbai,420.87,408.2439,42.29543188834577,5.690720000000001,32.28,3.26,7.1134,61.29
2015-06-01,Mumbai,333.96500000000003,323.94605,33.711228024839905,3.666640000000001,31.24,5.24,4.5833,80.54
2015-07-01,Mumbai,334.87,324.8239,33.22940564742119,3.607520000000001,27.48,5.47,4.5094,86.62
2015-08-01,Mumbai,304.85,295.7045,36.20202356070683,3.6808,27.53,3.74,4.601,87.4
2015-09-01,Mumbai,312.505,303.12985,39.26692031644234,4.07848,27.43,2.88,5.0981,84.46
2015-10-01,Mumbai,298.13,289.1861,39.76508813863161,3.95728,27.935,2.54,4.9466,75.88
2015-11-01,Mumbai,286.565,277.96805,36.923530866997204,3.56104,25.72,3.2,4.4513,69.43
2015-12-01,Mumbai,297.285,288.36645000000004,37.41241052281857,3.72616,24.18,3.22,4.6577,52.73
2016-01-01,Mumbai,303.83,294.71509999999995,38.58609513746368,3.91408,25.27,2.96,4.8926,45.48
2016-02-01,Mumbai,335.62,325.5514,40.93366117339421,4.50912,26.985,2.69,5.6364,50.44
2016-03-01,Mumbai,382.795,371.31115,42.30190338950086,5.21912,31.095,2.83,6.5239,47.83
2016-04-01,Mumbai,415.88,403.4036,42.42426715414245,5.642880000000001,31.83,3.16,7.0536,53.82
2016-05-01,Mumbai,427.43500000000006,414.61195,41.359767614683165,5.664560000000001,32.364999999999995,3.67,7.0807,61.31
2016-06-01,Mumbai,347.49,337.0653,35.84351765511664,4.08464,32.23,4.61,5.1058,77.23
2016-07-01,Mumbai,252.935,245.34695,30.064923641619597,2.4629600000000003,26.630000000000003,4.95,3.0787,91.17
2016-08-01,Mumbai,296.975,288.06575000000004,32.35444720442759,3.1388000000000003,26.325,5.04,3.9235,90.72
2016-09-01,Mumbai,283.505,274.99985,35.72175574058021,3.40648,26.270000000000003,3.53,4.2581,90.0
2016-10-01,Mumbai,303.67,294.5599,38.84678756370633,3.93712,24.375,2.88,4.9214,78.89
2016-11-01,Mumbai,323.695,313.98415,38.12159055578062,4.09112,24.235,3.4,5.1139,61.15
2016-12-01,Mumbai,309.315,300.03555,37.78474611054647,3.8962400000000006,23.67,3.29,4.8703,53.87
2017-01-01,Mumbai,304.17,295.0449,38.20693570753864,3.88112,24.12,3.08,4.8514,48.83
2017-02-01,Mumbai,351.39,340.8483,40.155920024135376,4.620640000000001,28.22,3.13,5.7758,37.84
2017-03-01,Mumbai,389.41,377.7277,42.3780275460988,5.30896,30.415,2.88,6.6362,46.6
2017-04-01,Mumbai,420.74,408.1178,43.02643312362456,5.76864,31.945,3.01,7.2108,53.13
2017-05-01,Mumbai,415.8850000000001,403.40845,41.7582053465283,5.5693600000000005,32.72,3.39,6.9617,59.1
2017-06-01,Mumbai,341.66,331.4102,35.83836129129709,4.02336,31.515,4.51,5.0292,82.24
2017-07-01,Mumbai,318.69,309.1293,31.797011565814998,3.2526400000000004,27.065,5.77,4.0658,89.94
2017-08-01,Mumbai,302.82,293.7354,35.048935638292946,3.52992,26.12,4.11,4.4124,89.93
2017-09-01,Mumbai,310.24,300.9328,39.705942580988655,4.09344,27.75,2.72,5.1168,88.39
2017-10-01,Mumbai,304.43,295.2971,40.90877328775223,4.13168,26.075000000000003,2.31,5.1646,77.32
2017-11-01,Mumbai,303.275,294.17675,38.0329821921244,3.854,23.8,3.12,4.8175,67.16
2017-12-01,Mumbai,266.44,258.4468,35.427835928857114,3.20064,22.805,3.32,4.0008,66.65
2018-01-01,Mumbai,290.48,281.7656,38.569804867167335,3.76128,24.11,2.77,4.7016,54.45
2018-02-01,Mumbai,325.435,315.67195,40.12287078225019,4.310960000000001,27.82,2.8,5.3887,44.69
2018-03-01,Mumbai,364.39,353.45829999999995,41.71971459451538,4.93424,31.270000000000003,2.8,6.1678,42.51
2018-04-01,Mumbai,406.255,394.06735,43.38810758623047,5.62328,32.29,2.74,7.0291,51.32
2018-05-01,Mumbai,406.815,394.61054999999993,41.9161830890717,5.47544,32.57,3.23,6.8443,59.21
2018-06-01,Mumbai,323.01,313.31969999999995,34.82302258790654,3.70576,31.245,4.57,4.6322,81.75
2018-07-01,Mumbai,264.85,256.9045,28.867114269520865,2.3848,27.200000000000003,5.79,2.981,91.0
2018-08-01,Mumbai,304.075,294.95275,31.860331098072084,3.1340000000000003,25.975,5.41,3.9175,89.94
2018-09-01,Mumbai,333.27,323.2719,40.23095346164617,4.41392,27.75,2.87,5.5174,85.51
2018-10-01,Mumbai,320.83000000000004,311.2051,40.67482453649235,4.30768,26.755000000000003,2.58,5.3846,69.41
2018-11-01,Mumbai,298.81,289.8457,38.88244050717245,3.88496,25.97,2.8,4.8562,58.87
2018-12-01,Mumbai,290.94500000000005,282.21665,36.67472570690977,3.5831200000000005,23.26,3.35,4.4789,46.4
2019-01-01,Mumbai,314.265,304.83705,37.772961980038076,3.94984,24.265,3.37,4.9373,34.59
2019-02-01,Mumbai,348.46,338.0062,39.633036705428474,4.53216,25.845,3.26,5.6652,40.49
2019-03-01,Mumbai,396.87,384.9639,42.02208311450691,5.36432,30.17,3.08,6.7054,43.84
2019-04-01,Mumbai,414.86,402.4142,42.83725848154175,5.6745600000000005,32.9,3.01,7.0932,52.8
2019-05-01,Mumbai,440.50500000000005,427.28985000000006,42.26975956888214,5.931280000000001,32.6,3.49,7.4141,58.28
2019-06-01,Mumbai,344.65,334.3105,36.51572300389896,4.1384,32.415,4.3,5.173,73.44
2019-07-01,Mumbai,271.15,263.0155,31.346820809248552,2.78,27.59,4.87,3.475,90.82
2019-08-01,Mumbai,309.5,300.215,33.632530644179774,3.4224,26.685,4.78,4.278,90.75
2019-09-01,Mumbai,265.47,257.5059,33.23393323919118,2.95792,27.08,4.03,3.6974,91.42
2019-10-01,Mumbai,284.325,275.79524999999995,38.677358798563496,3.7012,27.095,2.65,4.6265,84.44
2019-11-01,Mumbai,275.06499999999994,266.8130499999999,38.00794247371853,3.53704,25.005,2.7,4.4213,78.56
2019-12-01,Mumbai,249.355,241.87435,35.853242615257194,3.0648800000000005,23.65,2.89,3.8311,76.75
2020-01-01,Mumbai,295.21,286.35369999999995,37.9264006084463,3.75376,21.995,3.03,4.6922,67.73
2020-02-01,Mumbai,337.87499999999994,327.7387499999999,39.464002055690514,4.3916,24.865,3.17,5.4895,49.88
2020-03-01,Mumbai,384.31500000000005,372.78555000000006,41.85416630364705,5.192240000000001,28.005,2.99,6.4903,49.34
2020-04-01,Mumbai,415.27,402.8119,42.76055653491935,5.671520000000001,32.455,3.04,7.0894,51.15
2020-05-01,Mumbai,440.14,426.9358,41.6600410410183,5.855040000000001,33.265,3.71,7.3188,57.28
2020-06-01,Mumbai,334.01,323.9897,38.37536880612517,4.23376,29.59,3.47,5.2922,82.85
2020-07-01,Mumbai,299.625,290.63625,34.208453212768866,3.3988,27.645,4.36,4.2485,90.18
2020-08-01,Mumbai,264.83,256.8851,29.81621422009259,2.5220800000000003,26.82,5.36,3.1526,92.3
2020-09-01,Mumbai,278.585,270.22745,38.340058572891316,3.60616,27.985,2.66,4.5077,90.18
2020-10-01,Mumbai,282.355,273.88435,40.25775341903252,3.81368,26.23,2.2,4.7671,82.78
2020-11-01,Mumbai,291.85,283.09450000000004,38.22627966678892,3.7448,23.89,2.89,4.681,75.99
2020-12-01,Mumbai,267.5,259.475,37.02524637360204,3.3648000000000007,22.685,2.86,4.206,69.43
2021-01-01,Mumbai,272.755,264.57235,39.17722864431319,3.6120800000000006,24.65,2.35,4.5151,61.76
2021-02-01,Mumbai,334.635,324.59595,39.897536292707116,4.39736,26.985,2.99,5.4967,48.28
2021-03-01,Mumbai,384.365,372.83405,41.76318854689116,5.183440000000001,31.735,3.02,6.4793,37.32
2021-04-01,Mumbai,387.96,376.3212,42.89998407671485,5.3433600000000006,32.165,2.7,6.6792,51.04
2021-05-01,Mumbai,376.69000000000005,365.3893000000001,39.38854638080022,4.83344,32.85,3.73,6.0418,65.07
2021-06-01,Mumbai,316.535,307.03895,36.06102240207069,3.787760000000001,29.175,3.99,4.7347,86.38
2021-07-01,Mumbai,317.04999999999995,307.53849999999994,33.590075009535106,3.4888,27.67,4.95,4.361,89.71
2021-08-01,Mumbai,271.27,263.1319,35.544135682763965,3.26192,25.97,3.37,4.0774,88.87
2021-09-01,Mumbai,278.345,269.99465000000004,34.28265624846043,3.19912,26.85,3.92,3.9989,91.12
2021-10-01,Mumbai,313.39,303.9883,41.09580059377065,4.25584,25.405,2.37,5.3198,81.4
2021-11-01,Mumbai,267.05,259.0385,37.06968350916158,3.3640000000000003,24.31,2.84,4.205,78.9
2021-12-01,Mumbai,249.51,242.0247,36.145363728023916,3.09296,22.625,2.81,3.8662,75.31
2022-01-01,Mumbai,286.44,277.8468,38.29288899821396,3.69024,20.75,2.79,4.6128,67.96
