DATE,CITY,ENERGY_GENERATED
2017-08-01,Hyderabad,292.165
2017-09-01,Hyderabad,295.845
2017-10-01,Hyderabad,287.78
2017-11-01,Hyderabad,301.13
2017-12-01,Hyderabad,296.77
2018-01-01,Hyderabad,299.985
2018-02-01,Hyderabad,338.07
2018-03-01,Hyderabad,357.85
2018-04-01,Hyderabad,381.805
2018-05-01,Hyderabad,385.455
2018-06-01,Hyderabad,369.9
2018-07-01,Hyderabad,342.255
2018-08-01,Hyderabad,330.18999999999994
2018-09-01,Hyderabad,309.52500000000003
2018-10-01,Hyderabad,326.905
2018-11-01,Hyderabad,302.54
2018-12-01,Hyderabad,245.365
2019-01-01,Hyderabad,292.68
2019-02-01,Hyderabad,337.295
2019-03-01,Hyderabad,384.425
2019-04-01,Hyderabad,396.99
2019-05-01,Hyderabad,401.9500000000001
2019-06-01,Hyderabad,380.33
2019-07-01,Hyderabad,348.44000000000005
2019-08-01,Hyderabad,339.175
2019-09-01,Hyderabad,298.19
2019-10-01,Hyderabad,264.435
2019-11-01,Hyderabad,289.12
2019-12-01,Hyderabad,252.83
2020-01-01,Hyderabad,283.99
2020-02-01,Hyderabad,334.485
2020-03-01,Hyderabad,354.79
2020-04-01,Hyderabad,376.66
2020-05-01,Hyderabad,386.775
2020-06-01,Hyderabad,357.735
2020-07-01,Hyderabad,321.83
2020-08-01,Hyderabad,306.46500000000003
2020-09-01,Hyderabad,280.91
2020-10-01,Hyderabad,282.97
2020-11-01,Hyderabad,292.355
2020-12-01,Hyderabad,285.33
2021-01-01,Hyderabad,270.74999999999994
2021-02-01,Hyderabad,335.045
2021-03-01,Hyderabad,374.05
2021-04-01,Hyderabad,365.44000000000005
2021-05-01,Hyderabad,387.775
2021-06-01,Hyderabad,351.455
2021-07-01,Hyderabad,310.89
2021-08-01,Hyderabad,296.405
2021-09-01,Hyderabad,291.4
2021-10-01,Hyderabad,307.53
2021-11-01,Hyderabad,245.315
2021-12-01,Hyderabad,258.55499999999995
2022-01-01,Hyderabad,280.035
2022-02-01,Hyderabad,339.215
2022-03-01,Hyderabad,360.35
2022-04-01,Hyderabad,365.41
2022-05-01,Hyderabad,388.485
2022-06-01,Hyderabad,358.09000000000003
2022-07-01,Hyderabad,313.835
2022-08-01,Hyderabad,317.64500000000004
2022-09-01,Hyderabad,284.39
2022-10-01,Hyderabad,308.235
2022-11-01,Hyderabad,285.235
2022-12-01,Hyderabad,258.97
2023-01-01,Hyderabad,295.115
2023-02-01,Hyderabad,364.025
2023-03-01,Hyderabad,343.07500000000005
2023-04-01,Hyderabad,366.115
2023-05-01,Hyderabad,380.625
2023-06-01,Hyderabad,409.105
2023-07-01,Hyderabad,328.30999999999995
2023-08-01,Hyderabad,330.49
2023-09-01,Hyderabad,273.675
2023-10-01,Hyderabad,331.295
2023-11-01,Hyderabad,252.83
2023-12-01,Hyderabad,267.64
2024-01-01,Hyderabad,273.35
2024-02-01,Hyderabad,340.97
2024-03-01,Hyderabad,352.04
2024-04-01,Hyderabad,367.97
2024-05-01,Hyderabad,383.655
2024-06-01,Hyderabad,340.44500000000005
2024-07-01,Hyderabad,326.85
2024-08-01,Hyderabad,301.87
2024-09-01,Hyderabad,306.915
2024-10-01,Hyderabad,292.605
2024-11-01,Hyderabad,288.23
2024-12-01,Hyderabad,247.41000000000005
2016-01-01,Jaipur,253.425
2016-02-01,Jaipur,310.555
2016-03-01,Jaipur,365.71
2016-04-01,Jaipur,433.26
2016-05-01,Jaipur,448.355
2016-06-01,Jaipur,409.115
2016-07-01,Jaipur,307.26
2016-08-01,Jaipur,295.79
2016-09-01,Jaipur,354.05000000000007
2016-10-01,Jaipur,310.53000000000003
2016-11-01,Jaipur,273.31
2016-12-01,Jaipur,246.32500000000005
2017-01-01,Jaipur,246.725
2017-02-01,Jaipur,324.885
2017-03-01,Jaipur,368.47
2017-04-01,Jaipur,437.965
2017-05-01,Jaipur,429.365
2017-06-01,Jaipur,407.165
2017-07-01,Jaipur,335.91
2017-08-01,Jaipur,315.755
2017-09-01,Jaipur,319.55
2017-10-01,Jaipur,326.21
2017-11-01,Jaipur,245.51
2017-12-01,Jaipur,229.23
2018-01-01,Jaipur,269.39
2018-02-01,Jaipur,303.105
2018-03-01,Jaipur,369.395
2018-04-01,Jaipur,407.085
2018-05-01,Jaipur,417.0700000000001
2018-06-01,Jaipur,395.11
2018-07-01,Jaipur,304.65
2018-08-01,Jaipur,291.69
2018-09-01,Jaipur,301.225
2018-10-01,Jaipur,315.125
2018-11-01,Jaipur,266.0
2018-12-01,Jaipur,246.52
2019-01-01,Jaipur,255.07
2019-02-01,Jaipur,303.075
2019-03-01,Jaipur,357.61
2019-04-01,Jaipur,407.23
2019-05-01,Jaipur,424.71
2019-06-01,Jaipur,398.52
2019-07-01,Jaipur,319.225
2019-08-01,Jaipur,300.13
2019-09-01,Jaipur,280.445
2019-10-01,Jaipur,275.59
2019-11-01,Jaipur,225.35
2019-12-01,Jaipur,217.39
2020-01-01,Jaipur,242.51
2020-02-01,Jaipur,299.125
2020-03-01,Jaipur,335.85
2020-04-01,Jaipur,398.87
2020-05-01,Jaipur,428.77
2020-06-01,Jaipur,396.91
2020-07-01,Jaipur,352.37
2020-08-01,Jaipur,287.09
2020-09-01,Jaipur,310.78000000000003
2020-10-01,Jaipur,298.08
2020-11-01,Jaipur,249.57
2020-12-01,Jaipur,243.22
2021-01-01,Jaipur,243.165
2021-02-01,Jaipur,320.535
2021-03-01,Jaipur,370.38
2021-04-01,Jaipur,422.92
2021-05-01,Jaipur,383.215
2021-06-01,Jaipur,393.59
2021-07-01,Jaipur,322.93999999999994
2021-08-01,Jaipur,322.87
2021-09-01,Jaipur,299.27
2021-10-01,Jaipur,305.315
2021-11-01,Jaipur,240.54
2021-12-01,Jaipur,215.06
2022-01-01,Jaipur,228.25
2022-02-01,Jaipur,321.36499999999995
2022-03-01,Jaipur,375.51
2022-04-01,Jaipur,411.57499999999993
2022-05-01,Jaipur,433.47
2022-06-01,Jaipur,395.83
2022-07-01,Jaipur,307.855
2022-08-01,Jaipur,290.89
2022-09-01,Jaipur,318.01000000000005
2022-10-01,Jaipur,301.915
2022-11-01,Jaipur,265.48
2022-12-01,Jaipur,251.585
2023-01-01,Jaipur,247.36
2023-02-01,Jaipur,328.69
2023-03-01,Jaipur,315.40500000000003
2023-04-01,Jaipur,394.63
2023-05-01,Jaipur,415.5700000000001
2023-06-01,Jaipur,392.115
2023-07-01,Jaipur,311.465
2023-08-01,Jaipur,329.39
2023-09-01,Jaipur,314.44000000000005
2023-10-01,Jaipur,307.58
2023-11-01,Jaipur,220.23
2023-12-01,Jaipur,218.915
2024-01-01,Jaipur,222.85
2024-02-01,Jaipur,298.845
2024-03-01,Jaipur,364.935
2024-04-01,Jaipur,382.65
2024-05-01,Jaipur,426.77
2024-06-01,Jaipur,374.8200000000001
2024-07-01,Jaipur,305.2
2024-08-01,Jaipur,247.355
2024-09-01,Jaipur,281.42
2024-10-01,Jaipur,289.77000000000004
2024-11-01,Jaipur,239.945
2024-12-01,Jaipur,224.67
2016-01-01,Kochi,318.79
2016-02-01,Kochi,348.37500000000006
2016-03-01,Kochi,376.195
2016-04-01,Kochi,367.83
2016-05-01,Kochi,325.37
2016-06-01,Kochi,285.06
2016-07-01,Kochi,308.605
2016-08-01,Kochi,351.41
2016-09-01,Kochi,352.72
2016-10-01,Kochi,334.61
2016-11-01,Kochi,278.8
2016-12-01,Kochi,294.37
2017-01-01,Kochi,311.285
2017-02-01,Kochi,368.195
2017-03-01,Kochi,366.81
2017-04-01,Kochi,376.81000000000006
2017-05-01,Kochi,330.03
2017-06-01,Kochi,290.39
2017-07-01,Kochi,325.35
2017-08-01,Kochi,305.14
2017-09-01,Kochi,327.53
2017-10-01,Kochi,306.48
2017-11-01,Kochi,282.03
2017-12-01,Kochi,309.09000000000003
2018-01-01,Kochi,307.37
2018-02-01,Kochi,364.175
2018-03-01,Kochi,368.565
2018-04-01,Kochi,361.085
2018-05-01,Kochi,321.365
2018-06-01,Kochi,279.135
2018-07-01,Kochi,293.94500000000005
2018-08-01,Kochi,308.72
2018-09-01,Kochi,372.985
2018-10-01,Kochi,303.05
2018-11-01,Kochi,290.225
2018-12-01,Kochi,283.17
2019-01-01,Kochi,333.235
2019-02-01,Kochi,365.755
2019-03-01,Kochi,396.555
2019-04-01,Kochi,383.91
2019-05-01,Kochi,358.04
2019-06-01,Kochi,325.97
2019-07-01,Kochi,317.51
2019-08-01,Kochi,279.445
2019-09-01,Kochi,309.29
2019-10-01,Kochi,303.2
2019-11-01,Kochi,305.7
2019-12-01,Kochi,284.785
2020-01-01,Kochi,338.17
2020-02-01,Kochi,361.535
2020-03-01,Kochi,383.81
2020-04-01,Kochi,376.62
2020-05-01,Kochi,326.615
2020-06-01,Kochi,307.595
2020-07-01,Kochi,305.81
2020-08-01,Kochi,316.32
2020-09-01,Kochi,285.725
2020-10-01,Kochi,329.585
2020-11-01,Kochi,291.61
2020-12-01,Kochi,272.815
2021-01-01,Kochi,286.49
2021-02-01,Kochi,360.76
2021-03-01,Kochi,376.705
2021-04-01,Kochi,340.01
2021-05-01,Kochi,305.885
2021-06-01,Kochi,339.895
2021-07-01,Kochi,310.33000000000004
2021-08-01,Kochi,300.6
2021-09-01,Kochi,317.395
2021-10-01,Kochi,276.625
2021-11-01,Kochi,246.02
2021-12-01,Kochi,309.87
2022-01-01,Kochi,334.57
2022-02-01,Kochi,343.425
2022-03-01,Kochi,362.08
2022-04-01,Kochi,330.21
2022-05-01,Kochi,295.655
2022-06-01,Kochi,313.31
2022-07-01,Kochi,292.945
2022-08-01,Kochi,298.91
2022-09-01,Kochi,346.49
2022-10-01,Kochi,309.605
2022-11-01,Kochi,271.58
2022-12-01,Kochi,277.47
2023-01-01,Kochi,321.14
2023-02-01,Kochi,346.19
2023-03-01,Kochi,380.95
2023-04-01,Kochi,376.25
2023-05-01,Kochi,338.99499999999995
2023-06-01,Kochi,291.855
2023-07-01,Kochi,294.83
2023-08-01,Kochi,366.815
2023-09-01,Kochi,276.15000000000003
2023-10-01,Kochi,300.53
2023-11-01,Kochi,281.53
2023-12-01,Kochi,291.07
2024-01-01,Kochi,309.77000000000004
2024-02-01,Kochi,374.755
2024-03-01,Kochi,393.855
2024-04-01,Kochi,379.26
2024-05-01,Kochi,290.33
2024-06-01,Kochi,273.985
2024-07-01,Kochi,270.635
2024-08-01,Kochi,315.74
2024-09-01,Kochi,344.59000000000003
2024-10-01,Kochi,292.135
2024-11-01,Kochi,268.045
2024-12-01,Kochi,289.45
2016-01-01,Kolkata,209.03
2016-02-01,Kolkata,240.115
2016-03-01,Kolkata,304.67999999999995
2016-04-01,Kolkata,385.29
2016-05-01,Kolkata,358.44000000000005
2016-06-01,Kolkata,338.92999999999995
2016-07-01,Kolkata,278.21500000000003
2016-08-01,Kolkata,280.45
2016-09-01,Kolkata,274.83000000000004
2016-10-01,Kolkata,269.91
2016-11-01,Kolkata,239.015
2016-12-01,Kolkata,231.665
2017-01-01,Kolkata,258.19
2017-02-01,Kolkata,279.975
2017-03-01,Kolkata,321.59
2017-04-01,Kolkata,374.21
2017-05-01,Kolkata,378.395
2017-06-01,Kolkata,324.295
2017-07-01,Kolkata,261.65
2017-08-01,Kolkata,271.65
2017-09-01,Kolkata,266.565
2017-10-01,Kolkata,243.33
2017-11-01,Kolkata,251.645
2017-12-01,Kolkata,221.4
2018-01-01,Kolkata,244.35
2018-02-01,Kolkata,275.035
2018-03-01,Kolkata,320.705
2018-04-01,Kolkata,360.36
2018-05-01,Kolkata,361.77
2018-06-01,Kolkata,300.36
2018-07-01,Kolkata,284.79999999999995
2018-08-01,Kolkata,279.6
2018-09-01,Kolkata,277.77500000000003
2018-10-01,Kolkata,263.935
2018-11-01,Kolkata,235.89
2018-12-01,Kolkata,227.955
2019-01-01,Kolkata,246.74
2019-02-01,Kolkata,278.03000000000003
2019-03-01,Kolkata,317.555
2019-04-01,Kolkata,377.0750000000001
2019-05-01,Kolkata,400.185
2019-06-01,Kolkata,326.475
2019-07-01,Kolkata,327.63
2019-08-01,Kolkata,269.95
2019-09-01,Kolkata,259.985
2019-10-01,Kolkata,246.31
2019-11-01,Kolkata,240.91
2019-12-01,Kolkata,209.17
2020-01-01,Kolkata,217.935
2020-02-01,Kolkata,252.665
2020-03-01,Kolkata,320.395
2020-04-01,Kolkata,339.275
2020-05-01,Kolkata,351.645
2020-06-01,Kolkata,303.72
2020-07-01,Kolkata,309.14
2020-08-01,Kolkata,267.88
2020-09-01,Kolkata,267.52
2020-10-01,Kolkata,252.18
2020-11-01,Kolkata,254.97
2020-12-01,Kolkata,208.48
2021-01-01,Kolkata,215.42
2021-02-01,Kolkata,274.11499999999995
2021-03-01,Kolkata,309.97
2021-04-01,Kolkata,368.6
2021-05-01,Kolkata,365.21
2021-06-01,Kolkata,293.755
2021-07-01,Kolkata,281.21
2021-08-01,Kolkata,271.87
2021-09-01,Kolkata,246.43
2021-10-01,Kolkata,255.955
2021-11-01,Kolkata,234.39
2021-12-01,Kolkata,203.885
2022-01-01,Kolkata,222.36
2022-02-01,Kolkata,262.45000000000005
2022-03-01,Kolkata,341.55
2022-04-01,Kolkata,387.99
2022-05-01,Kolkata,358.54999999999995
2022-06-01,Kolkata,323.11
2022-07-01,Kolkata,317.63500000000005
2022-08-01,Kolkata,285.985
2022-09-01,Kolkata,271.185
2022-10-01,Kolkata,277.26000000000005
2022-11-01,Kolkata,261.25
2022-12-01,Kolkata,226.275
2023-01-01,Kolkata,214.005
2023-02-01,Kolkata,282.62
2023-03-01,Kolkata,283.155
2023-04-01,Kolkata,342.125
2023-05-01,Kolkata,365.71
2023-06-01,Kolkata,312.35
2023-07-01,Kolkata,311.78000000000003
2023-08-01,Kolkata,258.485
2023-09-01,Kolkata,241.55
2023-10-01,Kolkata,258.225
2023-11-01,Kolkata,239.01
2023-12-01,Kolkata,218.645
2024-01-01,Kolkata,205.71
2024-02-01,Kolkata,239.465
2024-03-01,Kolkata,289.95
2024-04-01,Kolkata,346.2900000000001
2024-05-01,Kolkata,343.19500000000005
2024-06-01,Kolkata,330.35
2024-07-01,Kolkata,305.55
2024-08-01,Kolkata,239.115
2024-09-01,Kolkata,273.99
2024-10-01,Kolkata,234.33
2024-11-01,Kolkata,232.15
2024-12-01,Kolkata,218.78500000000005
2016-01-01,Lucknow,209.575
2016-02-01,Lucknow,276.46000000000004
2016-03-01,Lucknow,347.135
2016-04-01,Lucknow,418.43
2016-05-01,Lucknow,382.395
2016-06-01,Lucknow,359.68999999999994
2016-07-01,Lucknow,279.01
2016-08-01,Lucknow,308.85
2016-09-01,Lucknow,286.065
2016-10-01,Lucknow,277.35
2016-11-01,Lucknow,231.41000000000005
2016-12-01,Lucknow,177.155
2017-01-01,Lucknow,213.21
2017-02-01,Lucknow,301.63
2017-03-01,Lucknow,368.73
2017-04-01,Lucknow,412.17
2017-05-01,Lucknow,395.885
2017-06-01,Lucknow,366.94000000000005
2017-07-01,Lucknow,265.65500000000003
2017-08-01,Lucknow,272.14000000000004
2017-09-01,Lucknow,299.46
2017-10-01,Lucknow,265.285
2017-11-01,Lucknow,222.29
2017-12-01,Lucknow,185.57
2018-01-01,Lucknow,222.525
2018-02-01,Lucknow,281.71
2018-03-01,Lucknow,370.37
2018-04-01,Lucknow,384.74
2018-05-01,Lucknow,389.4500000000001
2018-06-01,Lucknow,376.15
2018-07-01,Lucknow,287.11
2018-08-01,Lucknow,235.345
2018-09-01,Lucknow,292.665
2018-10-01,Lucknow,292.065
2018-11-01,Lucknow,226.355
2018-12-01,Lucknow,212.025
2019-01-01,Lucknow,220.595
2019-02-01,Lucknow,255.0
2019-03-01,Lucknow,352.425
2019-04-01,Lucknow,394.115
2019-05-01,Lucknow,442.725
2019-06-01,Lucknow,372.13
2019-07-01,Lucknow,295.675
2019-08-01,Lucknow,292.92
2019-09-01,Lucknow,247.205
2019-10-01,Lucknow,241.48
2019-11-01,Lucknow,202.725
2019-12-01,Lucknow,156.31
2020-01-01,Lucknow,191.71
2020-02-01,Lucknow,269.85
2020-03-01,Lucknow,318.985
2020-04-01,Lucknow,384.605
2020-05-01,Lucknow,405.13
2020-06-01,Lucknow,318.66
2020-07-01,Lucknow,291.79
2020-08-01,Lucknow,298.775
2020-09-01,Lucknow,285.57
2020-10-01,Lucknow,275.46500000000003
2020-11-01,Lucknow,229.875
2020-12-01,Lucknow,218.0
2021-01-01,Lucknow,193.455
2021-02-01,Lucknow,289.06
2021-03-01,Lucknow,362.015
2021-04-01,Lucknow,409.43
2021-05-01,Lucknow,346.73
2021-06-01,Lucknow,315.54999999999995
2021-07-01,Lucknow,295.70000000000005
2021-08-01,Lucknow,278.87
2021-09-01,Lucknow,286.365
2021-10-01,Lucknow,281.045
2021-11-01,Lucknow,220.055
2021-12-01,Lucknow,187.925
2022-01-01,Lucknow,181.325
2022-02-01,Lucknow,295.53
2022-03-01,Lucknow,353.16
2022-04-01,Lucknow,406.24
2022-05-01,Lucknow,370.105
2022-06-01,Lucknow,358.43
2022-07-01,Lucknow,341.77000000000004
2022-08-01,Lucknow,307.375
2022-09-01,Lucknow,278.26
2022-10-01,Lucknow,255.93
2022-11-01,Lucknow,230.85
2022-12-01,Lucknow,212.55
2023-01-01,Lucknow,179.45
2023-02-01,Lucknow,310.3
2023-03-01,Lucknow,311.49
2023-04-01,Lucknow,372.805
2023-05-01,Lucknow,400.55000000000007
2023-06-01,Lucknow,385.03
2023-07-01,Lucknow,307.58500000000004
2023-08-01,Lucknow,284.87
2023-09-01,Lucknow,279.6
2023-10-01,Lucknow,273.22
2023-11-01,Lucknow,190.21
2023-12-01,Lucknow,177.83
2024-01-01,Lucknow,143.10500000000002
2024-02-01,Lucknow,262.775
2024-03-01,Lucknow,343.98999999999995
2024-04-01,Lucknow,408.14
2024-05-01,Lucknow,390.78
2024-06-01,Lucknow,368.59
2024-07-01,Lucknow,282.595
2024-08-01,Lucknow,269.6
2024-09-01,Lucknow,270.92499999999995
2024-10-01,Lucknow,272.07
2024-11-01,Lucknow,209.925
2024-12-01,Lucknow,194.885
2016-01-01,Mumbai,303.83
2016-02-01,Mumbai,335.62
2016-03-01,Mumbai,382.795
2016-04-01,Mumbai,415.88
2016-05-01,Mumbai,427.43500000000006
2016-06-01,Mumbai,347.49
2016-07-01,Mumbai,252.935
2016-08-01,Mumbai,296.975
2016-09-01,Mumbai,283.505
2016-10-01,Mumbai,303.67
2016-11-01,Mumbai,323.695
2016-12-01,Mumbai,309.315
2017-01-01,Mumbai,304.17
2017-02-01,Mumbai,351.39
2017-03-01,Mumbai,389.41
2017-04-01,Mumbai,420.74
2017-05-01,Mumbai,415.8850000000001
2017-06-01,Mumbai,341.66
2017-07-01,Mumbai,318.69
2017-08-01,Mumbai,302.82
2017-09-01,Mumbai,310.24
2017-10-01,Mumbai,304.43
2017-11-01,Mumbai,303.275
2017-12-01,Mumbai,266.44
2018-01-01,Mumbai,290.48
2018-02-01,Mumbai,325.435
2018-03-01,Mumbai,364.39
2018-04-01,Mumbai,406.255
2018-05-01,Mumbai,406.815
2018-06-01,Mumbai,323.01
2018-07-01,Mumbai,264.85
2018-08-01,Mumbai,304.075
2018-09-01,Mumbai,333.27
2018-10-01,Mumbai,320.83000000000004
2018-11-01,Mumbai,298.81
2018-12-01,Mumbai,290.94500000000005
2019-01-01,Mumbai,314.265
2019-02-01,Mumbai,348.46
2019-03-01,Mumbai,396.87
2019-04-01,Mumbai,414.86
2019-05-01,Mumbai,440.50500000000005
2019-06-01,Mumbai,344.65
2019-07-01,Mumbai,271.15
2019-08-01,Mumbai,309.5
2019-09-01,Mumbai,265.47
2019-10-01,Mumbai,284.325
2019-11-01,Mumbai,275.06499999999994
2019-12-01,Mumbai,249.355
2020-01-01,Mumbai,295.21
2020-02-01,Mumbai,337.87499999999994
2020-03-01,Mumbai,384.31500000000005
2020-04-01,Mumbai,415.27
2020-05-01,Mumbai,440.14
2020-06-01,Mumbai,334.01
2020-07-01,Mumbai,299.625
2020-08-01,Mumbai,264.83
2020-09-01,Mumbai,278.585
2020-10-01,Mumbai,282.355
2020-11-01,Mumbai,291.85
2020-12-01,Mumbai,267.5
2021-01-01,Mumbai,272.755
2021-02-01,Mumbai,334.635
2021-03-01,Mumbai,384.365
2021-04-01,Mumbai,387.96
2021-05-01,Mumbai,376.69000000000005
2021-06-01,Mumbai,316.535
2021-07-01,Mumbai,317.04999999999995
2021-08-01,Mumbai,271.27
2021-09-01,Mumbai,278.345
2021-10-01,Mumbai,313.39
2021-11-01,Mumbai,267.05
2021-12-01,Mumbai,249.51
2022-01-01,Mumbai,286.44
2022-02-01,Mumbai,345.375
2022-03-01,Mumbai,364.425
2022-04-01,Mumbai,391.46
2022-05-01,Mumbai,419.325
2022-06-01,Mumbai,344.47
2022-07-01,Mumbai,288.77
2022-08-01,Mumbai,318.575
2022-09-01,Mumbai,267.885
2022-10-01,Mumbai,313.355
2022-11-01,Mumbai,315.71500000000003
2022-12-01,Mumbai,276.345
2023-01-01,Mumbai,292.66
2023-02-01,Mumbai,369.295
2023-03-01,Mumbai,353.365
2023-04-01,Mumbai,393.69
2023-05-01,Mumbai,423.08
2023-06-01,Mumbai,367.63000000000005
2023-07-01,Mumbai,269.29
2023-08-01,Mumbai,317.97
2023-09-01,Mumbai,279.315
2023-10-01,Mumbai,310.425
2023-11-01,Mumbai,274.63
2023-12-01,Mumbai,267.74
2024-01-01,Mumbai,291.865
2024-02-01,Mumbai,341.77
2024-03-01,Mumbai,383.405
2024-04-01,Mumbai,391.9500000000001
2024-05-01,Mumbai,406.0100000000001
2024-06-01,Mumbai,333.345
2024-07-01,Mumbai,264.72
2024-08-01,Mumbai,287.81
2024-09-01,Mumbai,296.305
2024-10-01,Mumbai,299.41
2024-11-01,Mumbai,301.46500000000003
2024-12-01,Mumbai,268.49
2016-01-01,Pune,305.01000000000005
2016-02-01,Pune,336.825
2016-03-01,Pune,381.93
2016-04-01,Pune,421.11
2016-05-01,Pune,445.14
2016-06-01,Pune,330.94
2016-07-01,Pune,255.6
2016-08-01,Pune,289.11
2016-09-01,Pune,267.57
2016-10-01,Pune,293.64500000000004
2016-11-01,Pune,322.07
2016-12-01,Pune,305.22
2017-01-01,Pune,302.505
2017-02-01,Pune,362.25
2017-03-01,Pune,400.0
2017-04-01,Pune,441.05
2017-05-01,Pune,429.39
2017-06-01,Pune,328.61
2017-07-01,Pune,316.99
2017-08-01,Pune,275.405
2017-09-01,Pune,273.92
2017-10-01,Pune,279.485
2017-11-01,Pune,309.64000000000004
2017-12-01,Pune,280.77000000000004
2018-01-01,Pune,292.785
2018-02-01,Pune,333.37
2018-03-01,Pune,362.41
2018-04-01,Pune,416.385
2018-05-01,Pune,424.28
2018-06-01,Pune,318.185
2018-07-01,Pune,278.01
2018-08-01,Pune,282.62
2018-09-01,Pune,314.51
2018-10-01,Pune,320.12999999999994
2018-11-01,Pune,300.66
2018-12-01,Pune,295.99
2019-01-01,Pune,314.72
2019-02-01,Pune,354.645
2019-03-01,Pune,408.805
2019-04-01,Pune,429.915
2019-05-01,Pune,468.275
2019-06-01,Pune,350.195
2019-07-01,Pune,282.74
2019-08-01,Pune,290.61
2019-09-01,Pune,259.2
2019-10-01,Pune,274.26
2019-11-01,Pune,290.31
2019-12-01,Pune,260.29
2020-01-01,Pune,301.26
2020-02-01,Pune,336.5
2020-03-01,Pune,390.43
2020-04-01,Pune,416.64
2020-05-01,Pune,438.325
2020-06-01,Pune,313.90500000000003
2020-07-01,Pune,287.73
2020-08-01,Pune,270.89
2020-09-01,Pune,265.605
2020-10-01,Pune,254.485
2020-11-01,Pune,303.29
2020-12-01,Pune,277.98
2021-01-01,Pune,270.195
2021-02-01,Pune,333.915
2021-03-01,Pune,372.72
2021-04-01,Pune,393.165
2021-05-01,Pune,364.77
2021-06-01,Pune,306.33000000000004
2021-07-01,Pune,292.435
2021-08-01,Pune,264.95
2021-09-01,Pune,262.62
2021-10-01,Pune,309.81000000000006
2021-11-01,Pune,275.595
2021-12-01,Pune,259.905
2022-01-01,Pune,292.325
2022-02-01,Pune,347.795
2022-03-01,Pune,351.855
2022-04-01,Pune,390.465
2022-05-01,Pune,423.345
2022-06-01,Pune,340.99
2022-07-01,Pune,279.1
2022-08-01,Pune,294.72
2022-09-01,Pune,257.09000000000003
2022-10-01,Pune,292.84
2022-11-01,Pune,310.46500000000003
2022-12-01,Pune,281.695
2023-01-01,Pune,301.52
2023-02-01,Pune,367.755
2023-03-01,Pune,361.43
2023-04-01,Pune,390.83
2023-05-01,Pune,422.72
2023-06-01,Pune,376.17
2023-07-01,Pune,282.51
2023-08-01,Pune,296.635
2023-09-01,Pune,273.71
2023-10-01,Pune,306.68499999999995
2023-11-01,Pune,277.3
2023-12-01,Pune,282.97
2024-01-01,Pune,296.625
2024-02-01,Pune,348.23
2024-03-01,Pune,389.625
2024-04-01,Pune,389.77
2024-05-01,Pune,397.88
2024-06-01,Pune,323.77
2024-07-01,Pune,279.19
2024-08-01,Pune,276.15000000000003
2024-09-01,Pune,283.31
2024-10-01,Pune,292.255
2024-11-01,Pune,301.21
2024-12-01,Pune,276.53
2016-01-01,Raipur,264.33
2016-02-01,Raipur,289.735
2016-03-01,Raipur,341.615
2016-04-01,Raipur,419.705
2016-05-01,Raipur,410.93000000000006
2016-06-01,Raipur,362.47
2016-07-01,Raipur,289.5
2016-08-01,Raipur,280.57500000000005
2016-09-01,Raipur,262.37
2016-10-01,Raipur,302.32500000000005
2016-11-01,Raipur,276.055
2016-12-01,Raipur,260.805
2017-01-01,Raipur,266.19
2017-02-01,Raipur,327.79
2017-03-01,Raipur,377.64
2017-04-01,Raipur,433.53
2017-05-01,Raipur,398.985
2017-06-01,Raipur,343.41
2017-07-01,Raipur,298.085
2017-08-01,Raipur,286.82499999999993
2017-09-01,Raipur,276.46
2017-10-01,Raipur,275.29
2017-11-01,Raipur,258.845
2017-12-01,Raipur,258.41
2018-01-01,Raipur,283.625
2018-02-01,Raipur,299.205
2018-03-01,Raipur,343.6
2018-04-01,Raipur,387.5750000000001
2018-05-01,Raipur,408.87
2018-06-01,Raipur,364.61
2018-07-01,Raipur,271.48
2018-08-01,Raipur,248.37
2018-09-01,Raipur,303.01
2018-10-01,Raipur,317.975
2018-11-01,Raipur,269.755
2018-12-01,Raipur,226.47
2019-01-01,Raipur,259.95500000000004
2019-02-01,Raipur,312.84
2019-03-01,Raipur,356.965
2019-04-01,Raipur,386.74
2019-05-01,Raipur,419.36
2019-06-01,Raipur,363.425
2019-07-01,Raipur,299.105
2019-08-01,Raipur,264.55
2019-09-01,Raipur,247.295
2019-10-01,Raipur,263.66
2019-11-01,Raipur,257.25
2019-12-01,Raipur,229.37
2020-01-01,Raipur,247.18
2020-02-01,Raipur,276.14
2020-03-01,Raipur,312.86
2020-04-01,Raipur,379.8
2020-05-01,Raipur,396.48
2020-06-01,Raipur,285.77
2020-07-01,Raipur,291.72
2020-08-01,Raipur,261.62
2020-09-01,Raipur,268.31
2020-10-01,Raipur,260.295
2020-11-01,Raipur,271.025
2020-12-01,Raipur,239.615
2021-01-01,Raipur,250.255
2021-02-01,Raipur,304.095
2021-03-01,Raipur,337.29
2021-04-01,Raipur,352.345
2021-05-01,Raipur,374.105
2021-06-01,Raipur,312.15000000000003
2021-07-01,Raipur,285.61
2021-08-01,Raipur,288.67499999999995
2021-09-01,Raipur,270.015
2021-10-01,Raipur,299.02
2021-11-01,Raipur,248.03500000000005
2021-12-01,Raipur,237.545
2022-01-01,Raipur,243.09
2022-02-01,Raipur,309.38
2022-03-01,Raipur,350.64
2022-04-01,Raipur,389.99
2022-05-01,Raipur,391.6
2022-06-01,Raipur,321.305
